Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Bentley, Greg",3,5,5,8,,,,1.0,,2.0,,2.0,,,,,8.0,,,,,,87.0
20,"Brogan, Dean",3,5,7,10,,,20.0,1.0,1.0,,2.0,3.0,1.0,1.0,,5.0,5.0,1.0,,3.0,,1.0,65.0
7,"Burgoyne, Peter",17,3,10,27,1,3.0,,1.0,2.0,6.0,4.0,1.0,,1.0,2.0,8.0,18.0,1.0,1.0,,4.0,,77.0
8,"Burgoyne, Shaun",9,3,4,13,1,,,2.0,3.0,3.0,,1.0,,,,,12.0,,,,1.0,1.0,84.0
25,"Cassisi, Domenic",12,2,11,23,,,,5.0,2.0,4.0,5.0,,4.0,,,11.0,11.0,,,1.0,,,94.0
35,"Cornes, Chad",18,8,8,26,,,1.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,,10.0,18.0,1.0,,5.0,2.0,,85.0
18,"Cornes, Kane",14,9,13,27,1,,,,4.0,1.0,2.0,,1.0,,,9.0,18.0,,1.0,3.0,,1.0,84.0
33,"Ebert, Brett",7,5,2,9,,,,1.0,,4.0,1.0,1.0,,,,3.0,6.0,,,,,,88.0
29,"Krakouer, Nathan",8,4,5,13,,1.0,,3.0,1.0,2.0,,2.0,2.0,,,6.0,7.0,1.0,2.0,2.0,1.0,1.0,60.0
5,"Lade, Brendon",12,6,3,15,3,1.0,12.0,,3.0,1.0,3.0,1.0,,1.0,3.0,7.0,7.0,2.0,3.0,3.0,,3.0,69.0
12,"Lonie, Nathan",11,4,8,19,1,,,,2.0,4.0,2.0,2.0,1.0,,1.0,4.0,15.0,,,1.0,1.0,,90.0
22,"Mahoney, Josh",7,8,6,13,,2.0,,,,2.0,,1.0,1.0,,,4.0,10.0,,2.0,2.0,4.0,,78.0
4,"Motlop, Daniel",9,7,4,13,2,2.0,,1.0,1.0,1.0,,2.0,1.0,,,5.0,10.0,2.0,2.0,1.0,4.0,,73.0
16,"Pearce, Danyle",13,4,6,19,2,,,1.0,,5.0,2.0,4.0,,1.0,,6.0,13.0,,,1.0,5.0,1.0,90.0
36,"Pettigrew, Michael",1,1,7,8,,,1.0,2.0,1.0,,,,,,,4.0,5.0,,,1.0,1.0,,87.0
15,"Rodan, David",7,3,6,13,2,,,3.0,,3.0,5.0,1.0,,1.0,,8.0,4.0,,1.0,1.0,3.0,,81.0
9,"Surjan, Jacob",5,2,12,17,,,,3.0,1.0,2.0,,2.0,2.0,,,6.0,11.0,,,2.0,3.0,,91.0
32,"Thomas, Matt",4,1,6,10,,1.0,,1.0,1.0,1.0,,1.0,,,,,10.0,,,2.0,,,82.0
28,"Thurstans, Toby",5,3,4,9,,,,2.0,2.0,,,1.0,,1.0,,2.0,7.0,,,7.0,1.0,,91.0
1,"Tredrea, Warren",8,5,1,9,1,2.0,,1.0,,2.0,,1.0,,1.0,,1.0,8.0,,3.0,,,1.0,86.0
2,"Wakelin, Darryl",4,2,4,8,,,,,,,,2.0,,,,4.0,3.0,1.0,,5.0,1.0,,89.0
24,"White, Damon",14,13,7,21,2,4.0,,,,2.0,,1.0,,,,6.0,15.0,2.0,6.0,,,2.0,69.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,103,139,330,16,19.0,34.0,31.0,28.0,48.0,28.0,32.0,14.0,9.0,6.0,109.0,221.0,11.0,21.0,40.0,31.0,11.0,
Opposition,Opposition,217,144,124,341,10,15.0,16.0,35.0,29.0,43.0,25.0,39.0,10.0,14.0,,83.0,260.0,8.0,19.0,43.0,30.0,5.0,
