Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Berry, Sam",4.0,3.0,6.0,10.0,2.0,,,2.0,,3.0,,2.0,1.0,1.0,,6.0,5.0,1.0,1.0,1.0,,1.0,80.0
16,"Brown, Luke",12.0,5.0,4.0,16.0,,,,2.0,6.0,,,,2.0,,,3.0,14.0,,1.0,4.0,,1.0,80.0
41,"Butts, Jordon",8.0,5.0,3.0,11.0,,,,1.0,2.0,1.0,,,2.0,,,4.0,6.0,1.0,,3.0,,,83.0
39,"Doedee, Tom",11.0,7.0,9.0,20.0,,,,1.0,4.0,1.0,,2.0,,,,7.0,12.0,2.0,,15.0,,,96.0
32,"Fogarty, Darcy",7.0,4.0,5.0,12.0,1.0,2.0,,,,3.0,,2.0,1.0,2.0,,7.0,5.0,2.0,1.0,,,,79.0
22,"Frampton, Billy",4.0,3.0,1.0,5.0,,1.0,5.0,,1.0,1.0,,1.0,,,,2.0,3.0,2.0,1.0,3.0,,,79.0
17,"Hamill, Will",6.0,1.0,6.0,12.0,,,,2.0,2.0,1.0,,1.0,2.0,,,4.0,10.0,,,1.0,,,79.0
1,"Jones, Chayce",12.0,1.0,7.0,19.0,,1.0,,,1.0,1.0,,5.0,,,,4.0,13.0,,,1.0,,,79.0
2,"Keays, Ben",16.0,5.0,16.0,32.0,,1.0,,3.0,2.0,10.0,6.0,8.0,,1.0,,11.0,21.0,,,2.0,,2.0,85.0
8,"Kelly, Jake",8.0,4.0,5.0,13.0,,,,3.0,1.0,,,1.0,2.0,1.0,,5.0,7.0,,,3.0,,,95.0
29,"Laird, Rory",16.0,6.0,20.0,36.0,1.0,,,5.0,,4.0,10.0,7.0,2.0,3.0,1.0,17.0,20.0,,,1.0,,1.0,81.0
14,"Mackay, David",11.0,1.0,3.0,14.0,,,,2.0,,3.0,,1.0,1.0,,,4.0,9.0,,,1.0,,,81.0
23,"McAdam, Shane",7.0,5.0,3.0,10.0,3.0,2.0,,1.0,,2.0,,1.0,,,,8.0,2.0,4.0,3.0,3.0,,,81.0
36,"McPherson, Andrew",,,,,,,,,,,,,,,,,,,,,,,
43,"OBrien, Reilly",5.0,2.0,5.0,10.0,,,15.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,,7.0,3.0,2.0,,4.0,,,83.0
37,"OConnor, Ronin",1.0,,7.0,8.0,,,,8.0,,1.0,1.0,,,,,3.0,5.0,,,,,,56.0
31,"Rowe, James",10.0,4.0,12.0,22.0,1.0,,,1.0,,2.0,,3.0,,,,8.0,16.0,,1.0,1.0,,,85.0
26,"Schoenberg, Harry",12.0,5.0,9.0,21.0,1.0,2.0,,1.0,1.0,8.0,2.0,5.0,,1.0,,9.0,13.0,,3.0,2.0,,,87.0
11,"Seedsman, Paul",10.0,5.0,12.0,22.0,,,,3.0,3.0,5.0,,4.0,1.0,1.0,,4.0,18.0,,,,1.0,,83.0
38,"Sholl, Lachlan",9.0,3.0,15.0,24.0,,,,1.0,1.0,,2.0,2.0,1.0,1.0,,9.0,15.0,,,1.0,,,82.0
9,"Sloane, Rory",9.0,4.0,13.0,22.0,,,,6.0,,3.0,4.0,4.0,1.0,2.0,,13.0,10.0,1.0,,1.0,,1.0,87.0
33,"Smith, Brodie",17.0,5.0,5.0,22.0,,,,,7.0,4.0,,2.0,,,,2.0,17.0,,,2.0,,1.0,80.0
7,"Thilthorpe, Riley",6.0,4.0,5.0,11.0,2.0,1.0,,,,1.0,1.0,2.0,,1.0,,6.0,5.0,1.0,2.0,3.0,,,82.0
Totals,Totals,201.0,82.0,171.0,372.0,11.0,10.0,20.0,47.0,32.0,56.0,30.0,57.0,18.0,17.0,1.0,143.0,229.0,16.0,13.0,52.0,1.0,7.0,
Opposition,Opposition,241.0,127.0,148.0,389.0,16.0,10.0,41.0,50.0,45.0,48.0,32.0,45.0,17.0,18.0,5.0,132.0,256.0,18.0,18.0,40.0,7.0,13.0,
