Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",6,2,5,11,,,,1.0,,,,,1.0,,,,,,,,,,
32,"Baldwin, Jason",10,1,6,16,,2.0,,4.0,,,,,1.0,2.0,,,,,,,,,
18,"Blakey, John",18,3,3,21,,,,1.0,,,,,1.0,1.0,,,,,,,,,
17,"Broderick, Paul",9,2,12,21,1,1.0,,5.0,,,,,2.0,2.0,,,,,,,,,
40,"Bunn, Mark",5,2,5,10,,,,1.0,,,,,1.0,2.0,,,,,,,,,
50,"Caven, Peter",3,1,2,5,1,2.0,,,,,,,,,,,,,,,,,
15,"Donato, David",1,2,5,6,,,,1.0,,,,,,,,,,,,,,,
2,"Dundas, Matthew",13,2,4,17,2,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
54,"Elliott, Jamie",7,3,3,10,,,,,,,,,,,,,,,,,,,
49,"Harding, Dean",9,5,4,13,,1.0,,1.0,,,,,1.0,4.0,,,,,,,,,
6,"Ironmonger, John",4,2,8,12,,,13.0,2.0,,,,,2.0,1.0,,,,,,,,,
21,"Kappler, Darren",15,7,3,18,,,,,,,,,,3.0,,,,,,,,,
11,"Lynch, Alastair",11,3,4,15,,,,,,,,,1.0,1.0,,,,,,,,,
29,"Lyon, Ross",11,4,4,15,2,1.0,,,,,,,2.0,1.0,,,,,,,,,
25,"OConnell, David",1,1,,1,,,,,,,,,,3.0,,,,,,,,,
44,"Osborne, Richard",9,1,3,12,2,,,1.0,,,,,1.0,1.0,,,,,,,,,
28,"Paxman, Stephen",7,4,1,8,2,,,1.0,,,,,1.0,,,,,,,,,,
1,"Roos, Paul",7,4,6,13,,,,,,,,,2.0,,,,,,,,,,
33,"Stephens, Brett",5,1,3,8,,,,,,,,,3.0,1.0,,,,,,,,,
8,"Wynd, Jim",13,5,5,18,,,,1.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,164,55,86,250,10,9.0,13.0,23.0,,,,,20.0,25.0,,,,,,,,,
Opposition,Opposition,261,78,134,395,28,27.0,23.0,30.0,,,,,25.0,20.0,6.0,,,,,,,,
