Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",3,2,6,9,,,,2.0,,,,,,,,,,,,,,,
10,"Ashcroft, Marcus",13,3,6,19,1,,,2.0,,,,,,,,,,,,,,,
1,"Champion, Richard",6,4,5,11,,,,1.0,,,,,1.0,,,,,,,,,,
5,"Chapman, Nathan",3,2,2,5,,,,2.0,,,,,,,,,,,,,,,
16,"Clarke, Matthew",8,3,6,14,,,18.0,1.0,,,,,2.0,,,,,,,,,,
26,"Corcoran, Shannon",17,6,6,23,,,,3.0,,,,,,,,,,,,,,,
14,"Dickfos, Danny",1,,4,5,,,,1.0,,,,,,1.0,,,,,,,,,
6,"Fletcher, Adrian",12,3,20,32,,2.0,,3.0,,,,,,,,,,,,,,,
8,"Gowers, Andrew",19,4,,19,1,2.0,,2.0,,,,,,2.0,,,,,,,,,
32,"Hart, Shaun",13,2,5,18,,,,4.0,,,,,,1.0,,,,,,,,,
41,"Kennedy, Matthew",13,4,2,15,,,,3.0,,,,,1.0,,,,,,,,,,
44,"Lappin, Nigel",7,,6,13,,,,,,,,,,1.0,,,,,,,,,
23,"Leppitsch, Justin",5,2,,5,1,,,2.0,,,,,,,,,,,,,,,
11,"Lynch, Alastair",9,8,3,12,1,2.0,,,,,,,,,,,,,,,,,
42,"Lynch, Tristan",7,3,7,14,,,,5.0,,,,,,,,,,,,,,,
2,"McAdam, Gilbert",4,,,4,,,,2.0,,,,,1.0,4.0,,,,,,,,,
7,"McIvor, Scott",8,1,8,16,1,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
24,"Merrett, Roger",2,1,2,4,,1.0,,,,,,,,1.0,,,,,,,,,
28,"Robbins, Ben",1,2,4,5,,,,,,,,,,,,,,,,,,,
22,"Scott, Chris",16,8,8,24,1,3.0,,3.0,,,,,,,,,,,,,,,
3,"Voss, Michael",14,1,11,25,,1.0,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,59,111,292,6,15.0,18.0,41.0,,,,,6.0,11.0,,,,,,,,,
Opposition,Opposition,207,78,172,379,15,10.0,10.0,47.0,,,,,11.0,6.0,6.0,,,,,,,,
