Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",29y 110d,253 (138-2-113 54.94%),334 (1.32),61 (14-0-47 22.95%),72 (1.18)
11,"Bennell, Harley",20y 334d,51 (11-0-40 21.57%),58 (1.14),←,
40,"Boston, Andrew",19y 162d,8 (2-0-6 25.00%),7 (0.88),←,
3,"Brennan, Jared",29y 35d,173 (66-3-104 39.02%),101 (0.58),54 (11-0-43 20.37%),26 (0.48)
12,"Day, Sam",20y 360d,42 (10-0-32 23.81%),24 (0.57),←,
23,"Dixon, Charlie",22y 343d,35 (10-0-25 28.57%),29 (0.83),←,
13,"Gillbee, Jacob",20y 353d,6 (2-0-4 33.33%),3 (0.50),←,
33,"Hall, Aaron",22y 296d,30 (10-0-20 33.33%),32 (1.07),←,
5,"Harbrow, Jarrod",25y 45d,126 (54-1-71 43.25%),38 (0.30),56 (14-0-42 25.00%),17 (0.30)
7,"Hunt, Karmichael",26y 288d,43 (6-0-37 13.95%),6 (0.14),←,
18,"McKenzie, Trent",21y 151d,57 (13-0-44 22.81%),19 (0.33),←,
29,"Murphy, Tom",27y 166d,112 (61-1-50 54.91%),5 (0.04),17 (6-0-11 35.29%),
1,"OMeara, Jaeger",19y 190d,22 (8-0-14 36.36%),16 (0.73),←,
10,"Prestia, Dion",20y 324d,51 (10-0-41 19.61%),12 (0.24),←,
35,"Rischitelli, Michael",27y 236d,157 (57-3-97 37.26%),69 (0.44),46 (8-0-38 17.39%),22 (0.48)
8,"Russell, Luke",21y 220d,43 (7-0-36 16.28%),17 (0.40),←,
25,"Stanley, Danny",25y 195d,58 (14-0-44 24.14%),31 (0.53),53 (13-0-40 24.53%),31 (0.58)
39,"Sumner, Timmy",18y 327d,11 (3-0-8 27.27%),6 (0.55),←,
48,"Tape, Seb",21y 26d,30 (4-0-26 13.33%),1 (0.03),←,
16,"Thompson, Rory",22y 173d,34 (9-0-25 26.47%),7 (0.21),←,
4,"Weller, Maverick",21y 200d,32 (6-0-26 18.75%),3 (0.09),←,
38,"Wilkinson, Joel",21y 276d,26 (4-0-22 15.38%),1 (0.04),←,
Totals,Totals,23y 36d,1400 (505-10-885 36.07%),819 (0.58),,
C,"McKenna, Guy",44y 113d,66 (14-0-52 21.21%),,←,
