North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Comben, Charlie",12,7,1,13,,,,2.0,3.0,1.0,,3.0,,2.0,,7.0,6.0,3.0,,4.0,,,83.0
4,"Corr, Aidan",12,4,2,14,,,,1.0,4.0,,,1.0,,1.0,,2.0,7.0,,,7.0,1.0,,95.0
25,"Curtis, Paul",5,3,4,9,2,,,4.0,,1.0,,5.0,2.0,3.0,,8.0,4.0,1.0,1.0,2.0,,2.0,81.0
5,"Daniel, Caleb",22,9,11,33,,,,,4.0,2.0,2.0,3.0,,,,7.0,20.0,,,3.0,4.0,,76.0
28,"Darling, Jack",8,4,3,11,1,,7.0,2.0,1.0,3.0,2.0,1.0,1.0,,,5.0,7.0,,,1.0,,1.0,77.0
9,"Davies-Uniacke, Luke",11,5,8,19,,1.0,,2.0,1.0,5.0,3.0,2.0,,1.0,,5.0,13.0,,1.0,,,,85.0
46 ↓,"Hansen, Robert",6,3,,6,,,,1.0,,2.0,,3.0,,1.0,,,6.0,,,1.0,,,54.0
41,"Konstanty, Jacob",3,3,4,7,2,1.0,,1.0,,,,1.0,,1.0,,2.0,6.0,,3.0,,,,72.0
20,"Larkey, Nick",9,5,2,11,4,2.0,,,,,1.0,,2.0,,,6.0,6.0,1.0,3.0,2.0,,,93.0
11,"McDonald, Luke",8,4,7,15,,,,4.0,2.0,1.0,,,2.0,,,7.0,7.0,1.0,,5.0,1.0,,86.0
10,"McKercher, Colby",14,8,5,19,,,,,2.0,4.0,1.0,2.0,,1.0,,3.0,17.0,,,,4.0,1.0,78.0
2,"OSullivan, Finn",8,5,8,16,,,,,2.0,2.0,,3.0,,1.0,,4.0,12.0,,,1.0,1.0,,80.0
26,"Parker, Luke",10,3,11,21,,,,6.0,2.0,1.0,5.0,6.0,1.0,1.0,,13.0,8.0,,1.0,1.0,1.0,2.0,76.0
29,"Phillips, Will",4,2,8,12,,,,2.0,,3.0,3.0,3.0,,,,6.0,7.0,,,,,1.0,69.0
32,"Pink, Toby",11,6,2,13,,,,1.0,6.0,1.0,,1.0,,1.0,,3.0,10.0,,,5.0,,,95.0
24,"Powell, Tom",8,4,13,21,,,,3.0,1.0,2.0,3.0,4.0,1.0,1.0,,4.0,16.0,,,,,,75.0
8,"Scott, Bailey",8,7,4,12,,,,,1.0,3.0,,3.0,,2.0,,2.0,13.0,,,1.0,1.0,,82.0
3,"Sheezel, Harry",11,2,15,26,,,,5.0,4.0,2.0,4.0,2.0,1.0,,,8.0,16.0,,,,,,84.0
12,"Simpkin, Jy",22,7,9,31,1,,,1.0,2.0,8.0,9.0,5.0,2.0,,,15.0,14.0,,,1.0,1.0,,87.0
15 ↑,"Stephens, Dylan",7,2,4,11,1,,,,1.0,1.0,,2.0,1.0,,,2.0,9.0,,,,,,30.0
13,"Tucker, Darcy",12,4,7,19,,,,3.0,2.0,2.0,1.0,2.0,2.0,,,3.0,15.0,,,1.0,1.0,,77.0
38,"Xerri, Tristan",4,1,13,17,,,28.0,4.0,,1.0,6.0,9.0,4.0,4.0,,11.0,5.0,,,,,1.0,76.0
44,"Zurhaar, Cameron",5,2,3,8,1,,,5.0,,2.0,,3.0,,1.0,,4.0,5.0,1.0,,3.0,,1.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,100,144,364,12,6.0,35.0,47.0,38.0,47.0,40.0,64.0,19.0,21.0,,127.0,229.0,7.0,9.0,38.0,15.0,9.0,
Opposition,Opposition,217,95,137,354,17,12.0,44.0,58.0,34.0,55.0,43.0,58.0,21.0,19.0,6.0,138.0,216.0,8.0,12.0,49.0,8.0,13.0,
