Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 129d,269 (162-0-107 60.22%),137 (0.51),←,
27,"Baird, John",25y 50d,44 (21-1-22 48.86%),7 (0.16),←,
16,"Brown, Leigh",23y 158d,124 (51-1-72 41.53%),47 (0.38),61 (32-1-28 53.28%),27 (0.44)
2,"Colbert, Leigh",30y 54d,205 (117-2-86 57.56%),64 (0.31),100 (55-1-44 55.50%),14 (0.14)
24,"Firrito, Michael",21y 246d,36 (20-0-16 55.56%),8 (0.22),←,
6,"Grant, Shannon",28y 103d,232 (133-2-97 57.76%),264 (1.14),174 (101-1-72 58.33%),226 (1.30)
31,"Hale, David",21y 70d,32 (15-0-17 46.88%),15 (0.47),←,
39,"Harding, Leigh",24y 96d,65 (35-1-29 54.62%),98 (1.51),←,
4,"Harris, Daniel",23y 82d,64 (34-1-29 53.91%),22 (0.34),←,
29,"Harvey, Brent",27y 78d,189 (111-1-77 58.99%),226 (1.20),←,
21,"Jones, Corey",24y 155d,76 (37-0-39 48.68%),86 (1.13),←,
35,"Makepeace, Troy",26y 147d,122 (64-1-57 52.87%),32 (0.26),←,
20,"Petrie, Drew",22y 289d,80 (40-1-39 50.63%),66 (0.82),←,
30,"Pratt, Daniel",22y 132d,16 (9-0-7 56.25%),1 (0.06),13 (8-0-5 61.54%),
3,"Rawlings, Brady",24y 51d,106 (58-0-48 54.72%),46 (0.43),←,
26,"Rocca, Saverio",31y 253d,243 (113-3-127 47.12%),715 (2.94),87 (43-1-43 50.00%),201 (2.31)
9,"Sinclair, Jess",26y 339d,136 (53-1-82 39.34%),58 (0.43),86 (40-1-45 47.09%),32 (0.37)
12,"Stevens, Michael",24y 266d,58 (30-0-28 51.72%),19 (0.33),41 (22-0-19 53.66%),16 (0.39)
23,"Thompson, Nathan",27y 167d,137 (66-1-70 48.54%),235 (1.72),18 (11-0-7 61.11%),43 (2.39)
13,"Trotter, David",19y 149d,1 (1-0-0 100.00%),,←,
36,"Watt, Shannon",24y 247d,86 (45-1-40 52.91%),4 (0.05),←,
8,"Wells, Daniel",20y 178d,57 (31-1-25 55.26%),33 (0.58),←,
Totals,Totals,25y 40d,2378 (1246-18-1114 52.40%),2183 (0.92),,
C,"Laidley, Dani",38y 126d,62 (32-1-29 52.42%),,←,
