West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Allen, Oscar",9,4,5,14,2,,6.0,3.0,,3.0,3.0,2.0,4.0,1.0,,8.0,6.0,,2.0,4.0,,2.0,74.0
37,"Barrass, Tom",11,9,3,14,,,,2.0,1.0,1.0,,2.0,,1.0,,7.0,7.0,4.0,,9.0,,,83.0
10,"Brander, Jarrod",11,5,5,16,,2.0,,2.0,1.0,5.0,2.0,2.0,1.0,,,5.0,10.0,1.0,,,,1.0,87.0
28,"Cole, Tom",12,5,5,17,,,,1.0,,2.0,,4.0,3.0,2.0,,5.0,11.0,,,,,,83.0
15,"Cripps, Jamie",10,3,5,15,1,,,7.0,1.0,2.0,2.0,8.0,1.0,4.0,,7.0,9.0,,,1.0,,,87.0
27,"Darling, Jack",4,2,2,6,2,,2.0,1.0,,1.0,,3.0,2.0,2.0,,4.0,2.0,1.0,2.0,1.0,,1.0,94.0
14,"Duggan, Liam",12,6,7,19,,,,5.0,3.0,1.0,2.0,4.0,1.0,1.0,,7.0,12.0,,,3.0,,,83.0
3,"Gaff, Andrew",11,8,10,21,,,,2.0,2.0,1.0,3.0,1.0,1.0,,,7.0,15.0,,,1.0,,,88.0
25 ↓,"Hurn, Shannon",1,1,,1,,,,,,,,,,,,,1.0,,,,,,8.0
31,"Jones, Jamaine",3,1,2,5,,,,2.0,,,,2.0,2.0,1.0,,2.0,4.0,,,,,,57.0
11,"Kelly, Tim",11,3,12,23,,,,6.0,1.0,3.0,5.0,6.0,,,,12.0,11.0,,,1.0,,,88.0
17,"Kennedy, Josh",9,6,2,11,2,,1.0,,,3.0,,5.0,2.0,2.0,,5.0,6.0,2.0,3.0,1.0,,1.0,89.0
20,"McGovern, Jeremy",20,10,2,22,,,,,9.0,,,4.0,,1.0,,5.0,9.0,3.0,,6.0,,,90.0
9,"Naitanui, Nic",7,2,7,14,,,36.0,3.0,1.0,2.0,7.0,2.0,2.0,,,11.0,2.0,1.0,,1.0,,,71.0
30,"Nelson, Jackson",14,6,2,16,,,,1.0,5.0,2.0,,3.0,,,,4.0,11.0,,,2.0,,,81.0
21,"Petruccelle, Jack",10,4,3,13,4,,,3.0,,4.0,,2.0,1.0,2.0,,6.0,7.0,1.0,,,,,76.0
8,"Redden, Jack",5,4,17,22,,,,5.0,,1.0,2.0,4.0,,,,9.0,13.0,1.0,,1.0,1.0,1.0,89.0
35,"Rotham, Josh",12,8,3,15,,,,1.0,3.0,1.0,,1.0,1.0,,,4.0,11.0,,,5.0,,,83.0
1,"Ryan, Liam",6,3,3,9,1,,,3.0,,1.0,1.0,5.0,,1.0,,5.0,6.0,1.0,2.0,1.0,,,90.0
4,"Sheed, Dom",11,2,11,22,,,,1.0,2.0,1.0,2.0,4.0,2.0,3.0,,9.0,12.0,,,,1.0,,78.0
5,"Sheppard, Brad",11,6,6,17,,,,2.0,6.0,1.0,,1.0,,,,2.0,13.0,,,9.0,,,97.0
2,"Waterman, Jake",6,3,2,8,,,,2.0,2.0,,,3.0,,,,2.0,7.0,,,1.0,,,70.0
22 ↑,"Winder, Isiah",2,1,3,5,1,,,1.0,,1.0,1.0,,1.0,,,3.0,2.0,,,,,,56.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,102,117,325,13,4.0,45.0,53.0,37.0,36.0,30.0,68.0,24.0,21.0,,129.0,187.0,15.0,9.0,47.0,2.0,6.0,
Opposition,Opposition,254,115,150,404,15,12.0,32.0,69.0,22.0,53.0,46.0,70.0,21.0,24.0,6.0,152.0,249.0,7.0,11.0,51.0,5.0,11.0,
