Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Biggs, Shane",19,6,5,24,1,,,,2.0,6.0,,1.0,,,,4.0,19.0,,,4.0,,,80.0
4,"Bontempelli, Marcus",8,2,8,16,3,,4.0,6.0,,2.0,4.0,3.0,,1.0,,8.0,8.0,,2.0,1.0,1.0,,87.0
5,"Boyd, Matthew",14,7,7,21,,,1.0,5.0,7.0,2.0,4.0,4.0,1.0,1.0,,7.0,14.0,1.0,,1.0,1.0,,82.0
15,"Campbell, Tom",5,2,7,12,,1.0,29.0,2.0,,2.0,5.0,1.0,,,,8.0,4.0,1.0,,1.0,,,91.0
8,"Crameri, Stewart",10,6,7,17,2,,,4.0,2.0,3.0,1.0,4.0,1.0,2.0,,6.0,12.0,1.0,1.0,3.0,,,83.0
6,"Dahlhaus, Luke",13,4,19,32,1,,,3.0,2.0,7.0,4.0,1.0,1.0,,3.0,13.0,19.0,1.0,1.0,,1.0,4.0,84.0
35 ↑,"Daniel, Caleb",1,,3,4,,,,1.0,,1.0,1.0,,,,,2.0,2.0,,,,,1.0,24.0
33 ↓,"Darley, Sam",9,2,7,16,,,,3.0,2.0,2.0,1.0,2.0,,,,4.0,13.0,,,,1.0,1.0,62.0
29,"Dickson, Tory",9,4,6,15,3,2.0,,4.0,2.0,,,,3.0,,,6.0,8.0,,2.0,,,,85.0
1,"Grant, Jarrad",12,4,8,20,3,1.0,2.0,3.0,,2.0,,1.0,1.0,,,7.0,12.0,,1.0,1.0,,,80.0
30,"Hamling, Joel",4,5,3,7,,,,4.0,1.0,,,1.0,,,,3.0,4.0,1.0,,4.0,,,85.0
7,"Hunter, Lachie",11,3,17,28,1,1.0,,,4.0,3.0,3.0,1.0,2.0,,1.0,6.0,23.0,,,1.0,5.0,,88.0
46,"Jong, Lin",6,2,8,14,2,1.0,2.0,5.0,2.0,3.0,5.0,2.0,1.0,1.0,,11.0,4.0,,,,,,84.0
11,"Macrae, Jack",9,2,12,21,1,,,7.0,,3.0,4.0,1.0,2.0,1.0,,12.0,10.0,,,2.0,,1.0,88.0
38,"Morris, Dale",6,8,10,16,,,,5.0,,,,,1.0,,,4.0,12.0,1.0,,7.0,,1.0,93.0
2,"Murphy, Robert",17,6,5,22,,,,3.0,4.0,2.0,,1.0,,,2.0,4.0,20.0,,,,1.0,1.0,85.0
42,"Picken, Liam",12,4,10,22,,,,6.0,,6.0,4.0,3.0,,2.0,,14.0,10.0,,,1.0,,,83.0
43,"Redpath, Jack",7,2,1,8,2,,4.0,1.0,,2.0,,2.0,,1.0,,2.0,6.0,,2.0,2.0,,3.0,91.0
9,"Stringer, Jake",11,4,3,14,4,,,3.0,1.0,4.0,1.0,1.0,1.0,,,5.0,9.0,,3.0,2.0,,1.0,86.0
32,"Talia, Michael",13,12,9,22,,,,1.0,2.0,3.0,,1.0,,1.0,,3.0,18.0,1.0,,6.0,2.0,1.0,93.0
3,"Wallis, Mitch",13,7,11,24,1,1.0,,10.0,2.0,4.0,8.0,3.0,3.0,,,14.0,11.0,1.0,1.0,,,1.0,84.0
10,"Wood, Easton",13,6,9,22,,,,1.0,1.0,4.0,2.0,,2.0,,,10.0,12.0,,,3.0,1.0,1.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,98,175,397,24,9.0,42.0,77.0,34.0,61.0,47.0,33.0,19.0,10.0,6.0,153.0,250.0,8.0,13.0,39.0,13.0,16.0,
Opposition,Opposition,176,91,155,331,8,7.0,51.0,69.0,32.0,43.0,37.0,46.0,10.0,19.0,,127.0,210.0,8.0,8.0,35.0,3.0,6.0,
