Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 152d,77 (35-2-40 46.75%),45 (0.58),←,
35,"Baxter, Darren",27y 65d,113 (53-3-57 48.23%),21 (0.19),←,
18,"Cameron, Leon",19y 264d,42 (21-1-20 51.19%),18 (0.43),←,
6,"Campbell, Tony",24y 284d,84 (46-0-38 54.76%),61 (0.73),9 (7-0-2 77.78%),
20,"Coleman, Glenn",31y 110d,174 (94-2-78 54.60%),99 (0.57),49 (26-1-22 54.08%),35 (0.71)
26,"Del-Re, Danny",24y 101d,29 (16-1-12 56.90%),48 (1.66),←,
32,"Foster, Peter",31y 356d,159 (84-3-72 53.77%),56 (0.35),152 (81-3-68 54.28%),54 (0.36)
29,"Grant, Chris",19y 162d,44 (24-1-19 55.68%),87 (1.98),←,
10,"Hunter, Mark",26y 263d,66 (29-2-35 45.45%),2 (0.03),←,
21,"Kolyniuk, Steven",21y 323d,52 (27-1-24 52.88%),69 (1.33),←,
39,"Liberatore, Tony",26y 102d,68 (38-1-29 56.62%),41 (0.60),←,
27,"Macpherson, Stephen",27y 173d,147 (71-3-73 49.32%),137 (0.93),←,
25,"Mansfield, Matthew",22y 334d,11 (7-0-4 63.64%),2 (0.18),←,
2,"Reynolds, Keenan",23y 137d,26 (14-0-12 53.85%),3 (0.12),←,
33,"Royal, Brian",30y 163d,177 (93-2-82 53.11%),241 (1.36),←,
31,"Smith, Rohan",18y 358d,9 (7-0-2 77.78%),7 (0.78),←,
17,"Standfield, Barry",22y 100d,16 (9-0-7 56.25%),4 (0.25),←,
8,"Toohey, Bernard",29y 95d,232 (117-1-114 50.65%),112 (0.48),9 (7-0-2 77.78%),1 (0.11)
24,"Wallis, Stephen",27y 209d,186 (97-2-87 52.69%),43 (0.23),←,
15,"Wynd, Scott",22y 119d,64 (30-1-33 47.66%),11 (0.17),←,
Totals,Totals,25y 29d,1776 (912-26-838 51.35%),1107 (0.62),,
C,"Wheeler, Terry",37y 71d,53 (28-1-24 53.77%),,←,
