Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
5,"Bond, Shane",22y 4d,49 (32-0-17 65.31%),27 (0.55),15 (8-0-7 53.33%),7 (0.47)
3,"Breuer, Shayne",24y 306d,86 (54-1-31 63.37%),90 (1.05),15 (8-0-7 53.33%),13 (0.87)
6,"Cummings, Scott",23y 176d,54 (33-2-19 62.96%),128 (2.37),14 (8-0-6 57.14%),45 (3.21)
28,"Daniels, Stephen",20y 313d,3 (2-0-1 66.67%),,←,
37,"Dew, Stuart",17y 329d,1 (0-0-1 0.00%),,←,
19,"Dickie, Donald",25y 66d,15 (8-0-7 53.33%),4 (0.27),←,
25,"Eagleton, Nathan",18y 245d,11 (6-0-5 54.55%),5 (0.45),←,
8,"Francis, Fabian",23y 262d,34 (13-0-21 38.24%),21 (0.62),11 (6-0-5 54.55%),4 (0.36)
10,"Francou, Josh",22y 340d,15 (8-0-7 53.33%),10 (0.67),←,
12,"Heaver, Brent",26y 28d,81 (55-1-25 68.52%),123 (1.52),5 (2-0-3 40.00%),5 (1.00)
39,"Heuskes, Adam",21y 115d,64 (33-0-31 51.56%),6 (0.09),15 (8-0-7 53.33%),
38,"James, Roger",21y 265d,11 (6-0-5 54.55%),3 (0.27),←,
20,"Lade, Brendon",21y 3d,15 (8-0-7 53.33%),9 (0.60),←,
22,"Lockwood, Bowen",19y 12d,11 (6-0-5 54.55%),8 (0.73),←,
9,"Lyle, Brayden",24y 129d,41 (22-0-19 53.66%),8 (0.20),15 (8-0-7 53.33%),3 (0.20)
33,"Mead, Darren",26y 106d,15 (8-0-7 53.33%),,←,
14,"Paxman, Stephen",26y 221d,117 (30-0-87 25.64%),18 (0.15),15 (8-0-7 53.33%),
2,"Primus, Matthew",22y 182d,35 (9-0-26 25.71%),9 (0.26),15 (8-0-7 53.33%),4 (0.27)
7,"Rombotis, John",20y 273d,32 (4-0-28 12.50%),20 (0.63),6 (2-0-4 33.33%),4 (0.67)
1,"Wanganeen, Gavin",24y 25d,141 (81-3-57 58.51%),72 (0.51),14 (8-0-6 57.14%),9 (0.64)
15,"Wilson, Michael",20y 234d,15 (8-0-7 53.33%),10 (0.67),←,
Totals,Totals,22y 208d,846 (426-7-413 50.35%),571 (0.67),,
C,"Cahill, John",57y 77d,62 (35-0-27 56.45%),,15 (8-0-7 53.33%),
