Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",21y 363d,86 (42-1-43 49.42%),113 (1.31),←,
3,"Bartel, Jimmy",22y 159d,71 (35-1-35 50.00%),38 (0.54),←,
35,"Chapman, Paul",24y 188d,102 (50-1-51 49.51%),124 (1.22),←,
11,"Corey, Joel",24y 84d,111 (54-1-56 49.10%),34 (0.31),←,
19,"Egan, Matthew",22y 306d,22 (10-0-12 45.45%),,←,
44,"Enright, Corey",24y 240d,86 (37-1-48 43.60%),21 (0.24),←,
16,"Gardiner, Charlie",23y 72d,49 (30-0-19 61.22%),24 (0.49),←,
2,"Harley, Tom",27y 298d,130 (69-2-59 53.85%),9 (0.07),129 (68-2-59 53.49%),8 (0.06)
8,"Hunt, Josh",24y 59d,68 (37-0-31 54.41%),6 (0.09),←,
28,"Johnson, David",24y 196d,48 (24-0-24 50.00%),11 (0.23),←,
20,"Johnson, Steve",22y 312d,56 (27-1-28 49.11%),85 (1.52),←,
9,"Kelly, James",22y 134d,75 (34-1-40 46.00%),37 (0.49),←,
18,"Kingsley, Kent",27y 228d,117 (63-0-54 53.85%),235 (2.01),105 (52-0-53 49.52%),225 (2.14)
1,"King, Steven",27y 171d,175 (89-1-85 51.14%),74 (0.42),←,
45,"Ling, Cameron",25y 74d,120 (61-2-57 51.67%),55 (0.46),←,
39,"Milburn, Darren",29y 27d,173 (84-0-89 48.55%),71 (0.41),←,
6,"Ottens, Brad",26y 107d,151 (64-0-87 42.38%),179 (1.19),22 (11-0-11 50.00%),27 (1.23)
22,"Playfair, Henry",23y 110d,46 (27-1-18 59.78%),28 (0.61),←,
15,"Riccardi, Peter",33y 146d,284 (158-3-123 56.16%),283 (1.00),←,
33,"Rooke, Max",24y 144d,74 (34-1-39 46.62%),10 (0.14),←,
30,"Scarlett, Matthew",26y 341d,145 (75-1-69 52.07%),11 (0.08),←,
10,"Tenace, Kane",20y 312d,37 (19-0-18 51.35%),10 (0.27),←,
Totals,Totals,25y 2d,2226 (1123-18-1085 50.45%),1458 (0.65),,
C,"Thompson, Mark",42y 174d,145 (71-2-72 49.66%),,←,
