Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
11,"Aish, James",28y 198d,174 (79-2-93 45.98%),33 (0.19),92 (46-2-44 51.09%),10 (0.11)
24,"Amiss, Jye",20y 298d,35 (17-1-17 50.00%),59 (1.69),←,
41,"Banfield, Bailey",26y 88d,86 (40-2-44 47.67%),56 (0.65),←,
8,"Brayshaw, Andrew",24y 198d,134 (62-2-70 47.01%),46 (0.34),←,
5,"Chapman, Heath",22y 114d,31 (18-2-11 61.29%),1 (0.03),←,
6,"Clark, Jordan",23y 221d,90 (53-2-35 60.00%),19 (0.21),58 (32-2-24 56.90%),4 (0.07)
4,"Darcy, Sean",25y 347d,102 (46-2-54 46.08%),41 (0.40),←,
37,"Draper, Josh",20y 105d,10 (5-1-4 55.00%),,←,
18,"Emmett, Tom",22y 176d,13 (7-1-5 57.69%),8 (0.62),←,
7,"Fyfe, Nat",32y 249d,229 (120-3-106 53.06%),175 (0.76),←,
9,"Jackson, Luke",22y 238d,86 (53-2-31 62.79%),60 (0.70),34 (16-1-17 48.53%),30 (0.88)
44,"Johnson, Matthew",21y 69d,29 (13-1-15 46.55%),7 (0.24),←,
2,"OMeara, Jaeger",30y 91d,174 (77-3-94 45.11%),80 (0.46),31 (14-1-16 46.77%),10 (0.32)
25,"Pearce, Alex",28y 350d,118 (56-2-60 48.31%),5 (0.04),←,
13,"Ryan, Luke",28y 108d,143 (67-2-74 47.55%),3 (0.02),←,
3,"Serong, Caleb",23y 105d,91 (47-2-42 52.75%),19 (0.21),←,
14,"Sharp, Jeremy",22y 285d,34 (14-1-19 42.65%),15 (0.44),11 (6-1-4 59.09%),8 (0.73)
39,"Switkowski, Sam",27y 186d,76 (38-1-37 50.66%),47 (0.62),←,
35,"Treacy, Josh",21y 294d,47 (26-1-20 56.38%),50 (1.06),←,
34,"Wagner, Corey",27y 62d,29 (6-1-22 22.41%),6 (0.21),10 (4-1-5 45.00%),
31,"Walker, Brandon",21y 220d,55 (31-2-22 58.18%),2 (0.04),←,
10,"Walters, Michael",33y 138d,233 (117-3-113 50.86%),356 (1.53),←,
26,"Young, Hayden",23y 43d,68 (35-2-31 52.94%),6 (0.09),←,
Totals,Totals,25y 71d,2087 (1027-41-1019 49.21%),1094 (0.52),,
C,"Longmuir, Justin",43y 124d,95 (47-2-46 50.53%),,←,
