Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 33d,222 (136-0-86 61.26%),121 (0.55),←,
27,"Baird, John",22y 319d,19 (10-1-8 55.26%),5 (0.26),←,
16,"Brown, Leigh",21y 62d,68 (21-1-46 31.62%),23 (0.34),5 (2-1-2 50.00%),3 (0.60)
23,"Clayton, Shane",24y 184d,108 (56-1-51 52.31%),52 (0.48),90 (54-1-35 60.56%),51 (0.57)
2,"Colbert, Leigh",27y 323d,161 (91-2-68 57.14%),63 (0.39),56 (29-1-26 52.68%),13 (0.23)
6,"Grant, Shannon",26y 7d,177 (105-2-70 59.89%),196 (1.11),119 (73-1-45 61.76%),158 (1.33)
31,"Hale, David",18y 339d,1 (0-0-1 0.00%),,←,
39,"Harding, Leigh",22y,29 (14-1-14 50.00%),47 (1.62),←,
29,"Harvey, Brent",24y 347d,134 (83-1-50 62.31%),155 (1.16),←,
21,"Jones, Corey",22y 59d,21 (8-0-13 38.10%),11 (0.52),←,
34,"King, David",31y 50d,203 (127-1-75 62.81%),119 (0.59),←,
35,"Makepeace, Troy",24y 51d,67 (34-1-32 51.49%),17 (0.25),←,
32,"Morrell, Digby",23y 198d,31 (15-1-15 50.00%),40 (1.29),←,
19,"Motlop, Daniel",21y 41d,10 (2-1-7 25.00%),4 (0.40),←,
44,"Motlop, Shannon",24y 251d,54 (29-1-24 54.63%),31 (0.57),←,
20,"Petrie, Drew",20y 193d,24 (10-1-13 43.75%),16 (0.67),←,
17,"Porter, Mark",26y 197d,81 (41-1-39 51.23%),19 (0.23),26 (13-1-12 51.92%),6 (0.23)
3,"Rawlings, Brady",21y 320d,54 (33-0-21 61.11%),21 (0.39),←,
7,"Simpson, Adam",27y 69d,164 (104-1-59 63.72%),51 (0.31),←,
9,"Sinclair, Jess",24y 243d,88 (30-1-57 34.66%),44 (0.50),38 (17-1-20 46.05%),18 (0.47)
10,"Stevens, Anthony",31y 298d,257 (156-1-100 60.89%),115 (0.45),←,
36,"Watt, Shannon",22y 151d,31 (15-1-15 50.00%),4 (0.13),←,
Totals,Totals,24y 203d,2004 (1120-20-864 55.89%),1154 (0.58),,
C,"Laidley, Dani",36y 30d,5 (2-1-2 50.00%),,←,
