Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Adams, Taylor",9,1,10,19,1,,,3.0,2.0,2.0,4.0,,4.0,,,10.0,9.0,,,1.0,,,82.0
47,"Bruce, Josh",9,2,3,12,,,,2.0,3.0,,,2.0,,,,5.0,8.0,,,4.0,,,92.0
18,"Cameron, Jeremy",9,5,1,10,2,2.0,,3.0,1.0,3.0,,3.0,2.0,1.0,,7.0,4.0,2.0,1.0,1.0,2.0,1.0,91.0
3,"Coniglio, Stephen",13,4,9,22,,,1.0,4.0,4.0,,3.0,2.0,,1.0,,6.0,16.0,,,,,,82.0
35,"Corr, Aidan",5,5,9,14,,,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,7.0,8.0,,,3.0,1.0,,84.0
26,"Giles, Jonathan",11,3,3,14,,,29.0,2.0,,2.0,6.0,,2.0,,,12.0,2.0,2.0,,,,,90.0
4,"Greene, Toby",14,4,13,27,,,,2.0,4.0,1.0,1.0,1.0,1.0,,,5.0,22.0,1.0,,3.0,,,84.0
2,"Hampton, Curtly",11,4,10,21,,,,2.0,8.0,1.0,2.0,3.0,1.0,1.0,,9.0,10.0,1.0,,2.0,4.0,,89.0
33,"Hoskin-Elliott, Will",6,2,7,13,1,1.0,,3.0,,4.0,,2.0,,1.0,,1.0,12.0,,,,4.0,1.0,82.0
40,"Kennedy, Adam",7,5,12,19,,1.0,,1.0,1.0,1.0,2.0,1.0,,,,8.0,11.0,,,2.0,,,77.0
39,"Mohr, Tim",7,2,6,13,,,,4.0,5.0,,,5.0,,2.0,,5.0,6.0,,,8.0,,,93.0
30 ↓,"Plowman, Lachie",3,1,3,6,,,,,,1.0,,,,,,4.0,2.0,,,3.0,,,60.0
23,"Reid, Sam",12,3,3,15,,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,,,8.0,7.0,,1.0,1.0,,1.0,84.0
9,"Scully, Tom",17,9,13,30,,1.0,,3.0,7.0,3.0,4.0,4.0,,,,7.0,23.0,,,1.0,3.0,,92.0
5,"Shiel, Dylan",8,5,10,18,,1.0,,3.0,2.0,3.0,1.0,1.0,1.0,,,6.0,12.0,,,1.0,1.0,,76.0
10,"Smith, Devon",6,3,7,13,,1.0,,5.0,1.0,2.0,1.0,1.0,,,,5.0,9.0,,,1.0,,,85.0
20,"Tomlinson, Adam",14,12,6,20,,1.0,4.0,2.0,,6.0,,2.0,,1.0,,3.0,18.0,2.0,,3.0,,,89.0
31,"Townsend, Jacob",7,4,11,18,,,,5.0,,4.0,2.0,6.0,,2.0,,7.0,11.0,,,1.0,,1.0,78.0
17,"Treloar, Adam",13,4,11,24,,,,7.0,2.0,3.0,1.0,1.0,,,,4.0,20.0,,,,2.0,,87.0
8,"Ward, Callan",8,3,14,22,,1.0,3.0,5.0,,1.0,6.0,2.0,1.0,1.0,,11.0,12.0,,1.0,1.0,,1.0,86.0
6,"Whitfield, Lachie",12,8,9,21,1,1.0,,3.0,2.0,,,1.0,1.0,1.0,,3.0,19.0,,1.0,1.0,1.0,,85.0
51 ↑,"Williams, Zac",6,2,2,8,1,,,2.0,1.0,2.0,1.0,,,,,4.0,3.0,1.0,,,,1.0,30.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,91,172,379,6,14.0,38.0,67.0,45.0,41.0,39.0,42.0,15.0,12.0,,137.0,244.0,9.0,4.0,37.0,18.0,6.0,
Opposition,Opposition,224,99,226,450,19,11.0,43.0,53.0,30.0,67.0,43.0,46.0,12.0,15.0,6.0,144.0,302.0,8.0,9.0,45.0,12.0,13.0,
