Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Ball, Jason",5,3,4,9,,,19.0,2.0,,4.0,5.0,2.0,1.0,2.0,,8.0,2.0,2.0,,1.0,,,78.0
21,"Barry, Leo",10,7,9,19,,,,2.0,2.0,,2.0,2.0,1.0,,1.0,10.0,10.0,3.0,,6.0,,,100.0
6,"Bolton, Craig",4,2,2,6,,,,4.0,1.0,1.0,,2.0,,2.0,,1.0,5.0,,,1.0,,,100.0
24,"Bolton, Jude",18,8,11,29,1,1.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,3.0,9.0,20.0,,,3.0,1.0,3.0,80.0
8,"Cresswell, Daryn",16,5,6,22,1,,,2.0,3.0,4.0,4.0,1.0,1.0,,,7.0,14.0,,1.0,,1.0,1.0,81.0
28,"Crouch, Jared",2,1,2,4,1,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,,1.0,6.0,4.0,,100.0
2,"Davis, Nick",13,5,5,18,1,2.0,,1.0,2.0,4.0,,2.0,,2.0,,3.0,15.0,,,,,,93.0
12,"Fosdike, Nic",9,2,10,19,,,,2.0,3.0,2.0,1.0,3.0,,,,5.0,13.0,,,,,2.0,77.0
37,"Goodes, Adam",9,3,10,19,1,,9.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,,9.0,10.0,1.0,2.0,3.0,,1.0,100.0
1,"Hall, Barry",17,10,5,22,6,4.0,5.0,2.0,,7.0,,6.0,1.0,3.0,2.0,12.0,12.0,2.0,7.0,3.0,,,100.0
17,"Kennelly, Tadhg",13,2,9,22,,,,1.0,7.0,4.0,1.0,,,,,6.0,13.0,,,3.0,1.0,,82.0
31,"Kirk, Brett",9,1,7,16,,,,4.0,,3.0,3.0,3.0,1.0,1.0,,4.0,11.0,,,,1.0,1.0,100.0
4,"Mathews, Ben",9,5,12,21,,,,3.0,3.0,2.0,3.0,1.0,,,,4.0,15.0,,,2.0,,,89.0
11,"Maxfield, Stuart",13,1,3,16,1,,,1.0,3.0,7.0,1.0,1.0,,,,2.0,12.0,,,1.0,3.0,1.0,77.0
23,"Nicks, Matthew",3,1,6,9,,,1.0,2.0,,2.0,2.0,1.0,1.0,,,3.0,5.0,,,,,,69.0
5,"OKeefe, Ryan",6,3,5,11,3,,,4.0,1.0,1.0,1.0,3.0,1.0,2.0,,6.0,6.0,1.0,2.0,1.0,,,94.0
19,"OLoughlin, Michael",7,7,4,11,2,3.0,,,,,,2.0,,1.0,,4.0,7.0,3.0,6.0,1.0,,2.0,84.0
30,"Roberts-Thomson, Lewis",4,5,5,9,1,,1.0,1.0,,2.0,1.0,3.0,,1.0,,4.0,5.0,2.0,3.0,,,2.0,62.0
25,"Schauble, Andrew",6,5,6,12,1,,,1.0,3.0,,,2.0,2.0,1.0,,7.0,5.0,3.0,1.0,2.0,1.0,,100.0
36,"Schneider, Adam",5,5,3,8,,1.0,,1.0,,4.0,,2.0,1.0,,,3.0,5.0,,,1.0,2.0,,50.0
35,"Sundqvist, Jarrad",2,1,,2,,,,2.0,1.0,,,1.0,,1.0,,,2.0,,,,1.0,,21.0
33,"Warfe, Rowan",2,2,2,4,,,,,1.0,,,2.0,,2.0,,1.0,3.0,,,1.0,1.0,,63.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,84,126,308,19,13.0,36.0,41.0,36.0,57.0,33.0,43.0,13.0,21.0,6.0,110.0,192.0,17.0,23.0,35.0,16.0,13.0,
Opposition,Opposition,160,64,82,242,9,9.0,27.0,38.0,35.0,48.0,36.0,33.0,21.0,13.0,,113.0,128.0,11.0,5.0,39.0,18.0,4.0,
