Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",25y 296d,152 (72-0-80 47.37%),134 (0.88),←,
7,"Brown, Nathan",26y 62d,140 (65-3-72 47.50%),213 (1.52),3 (1-0-2 33.33%),7 (2.33)
17,"Campbell, Wayne",31y 202d,259 (119-1-139 46.14%),158 (0.61),←,
6,"Chaffey, Mark",26y 342d,125 (55-0-70 44.00%),27 (0.22),←,
24,"Coughlan, Mark",21y 358d,45 (15-0-30 33.33%),22 (0.49),←,
14,"Fiora, Aaron",22y 359d,64 (30-0-34 46.88%),21 (0.33),←,
19,"Fleming, Tim",26y 7d,20 (7-0-13 35.00%),5 (0.25),←,
2,"Gaspar, Darren",27y 328d,179 (82-0-97 45.81%),18 (0.10),158 (75-0-83 47.47%),17 (0.11)
20,"Hall, Ray",23y 168d,50 (23-0-27 46.00%),23 (0.46),←,
33,"Hartigan, Brent",19y 5d,3 (1-0-2 33.33%),,←,
31,"Hyde, Chris",21y 247d,11 (1-0-10 9.09%),1 (0.09),←,
28,"Johnson, Kane",26y 28d,127 (63-0-64 49.61%),54 (0.43),23 (8-0-15 34.78%),10 (0.43)
39,"Kellaway, Andrew",28y 141d,128 (58-0-70 45.31%),23 (0.18),←,
27,"Krakouer, Andrew",21y 68d,37 (11-0-26 29.73%),39 (1.05),←,
16,"Morrison, Shane",23y 93d,8 (5-1-2 68.75%),2 (0.25),3 (1-0-2 33.33%),2 (0.67)
35,"Newman, Chris",21y 330d,38 (11-0-27 28.95%),6 (0.16),←,
5,"Ottens, Brad",24y 78d,114 (50-0-64 43.86%),136 (1.19),←,
12,"Richardson, Matthew",29y 24d,179 (82-0-97 45.81%),520 (2.91),←,
18,"Rodan, David",20y 187d,47 (15-0-32 31.91%),37 (0.79),←,
10,"Stafford, Greg",29y 229d,168 (75-1-92 44.94%),105 (0.63),38 (13-0-25 34.21%),47 (1.24)
32,"Tivendale, Greg",24y 359d,106 (46-0-60 43.40%),85 (0.80),←,
36,"Zantuck, Ty",22y 57d,57 (19-0-38 33.33%),16 (0.28),←,
Totals,Totals,24y 280d,2057 (905-6-1146 44.00%),1645 (0.80),,
C,"Frawley, Danny",40y 217d,94 (42-0-52 44.68%),,←,
