Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
45,"Bond, Chris",14,4,9,23,1,,1.0,2.0,,,,,2.0,3.0,,,,,,,,,
21,"Bulluss, Paul",7,6,5,12,,,,,,,,,3.0,1.0,,,,,,,,,
9,"Campbell, Wayne",18,5,4,22,,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
30,"Free, Tony",33,7,6,39,1,,,1.0,,,,,8.0,2.0,,,,,,,,,
25,"Gale, Brendon",8,7,12,20,,1.0,4.0,1.0,,,,,,4.0,,,,,,,,,
11,"Hernaman, Wayne",7,2,5,12,1,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
34,"Hogg, Jeff",14,7,3,17,6,6.0,,,,,,,5.0,3.0,,,,,,,,,
31,"Howat, John",9,3,1,10,,,,,,,,,1.0,,,,,,,,,,
16,"Jackson, Stevan",4,4,6,10,,,,,,,,,,2.0,,,,,,,,,
33,"Knights, Matthew",18,3,17,35,1,,,1.0,,,,,4.0,2.0,1.0,,,,,,,,
4,"Lambert, Craig",11,,15,26,,,,1.0,,,,,2.0,3.0,,,,,,,,,
26,"Leys, Brian",11,3,8,19,1,1.0,,,,,,,,1.0,,,,,,,,,
27,"Maxfield, Stuart",10,,3,13,,1.0,,2.0,,,,,,3.0,,,,,,,,,
28,"McQueen, Mark",7,3,10,17,,,,1.0,,,,,2.0,2.0,,,,,,,,,
29,"Menegola, Todd",2,1,2,4,,,,,,,,,1.0,,,,,,,,,,
6,"Naish, Chris",15,6,5,20,4,3.0,,,,,,,1.0,,,,,,,,,,
24,"Schaefer, Robert",,,1,1,,,3.0,,,,,,,1.0,,,,,,,,,
17,"Smith, Craig",7,2,3,10,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
41,"Turner, Scott",4,3,6,10,,,9.0,,,,,,3.0,5.0,,,,,,,,,
3,"Weightman, Dale",14,2,10,24,1,2.0,,,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,68,131,344,17,20.0,17.0,13.0,,,,,38.0,36.0,1.0,,,,,,,,
Opposition,Opposition,200,63,90,290,25,9.0,21.0,23.0,,,,,36.0,38.0,5.0,,,,,,,,
