Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
46,"Addison, Dylan",26y 237d,93 (47-1-45 51.08%),30 (0.32),5 (2-0-3 40.00%),
18,"Cameron, Jeremy",21y 61d,46 (5-0-41 10.87%),110 (2.39),←,
35,"Corr, Aidan",20y 15d,13 (0-0-13 0.00%),1 (0.08),←,
48,"Frost, Sam",20y 277d,14 (3-0-11 21.43%),2 (0.14),←,
2,"Hampton, Curtly",21y 83d,44 (4-0-40 9.09%),10 (0.23),←,
33,"Hoskin-Elliott, Will",20y 272d,27 (2-0-25 7.41%),21 (0.78),←,
34,"Jaksch, Kristian",19y 237d,3 (0-0-3 0.00%),1 (0.33),←,
40,"Kennedy, Adam",21y 324d,44 (5-0-39 11.36%),4 (0.09),←,
11,"Lamb, Jed",21y 225d,18 (9-0-9 50.00%),14 (0.78),6 (0-0-6 0.00%),5 (0.83)
39,"Mohr, Tim",25y 225d,36 (2-0-34 5.56%),1 (0.03),←,
41,"Mumford, Shane",27y 331d,105 (71-2-32 68.57%),41 (0.39),5 (2-0-3 40.00%),2 (0.40)
7,"Palmer, Rhys",25y 108d,84 (23-0-61 27.38%),47 (0.56),31 (2-0-29 6.45%),24 (0.77)
12,"Patton, Jonathon",21y 12d,20 (3-0-17 15.00%),22 (1.10),←,
9,"Scully, Tom",23y 17d,81 (18-1-62 22.84%),25 (0.31),50 (5-0-45 10.00%),19 (0.38)
23,"Shaw, Heath",28y 186d,182 (112-2-68 62.09%),37 (0.20),9 (2-0-7 22.22%),
5,"Shiel, Dylan",21y 84d,38 (3-0-35 7.89%),18 (0.47),←,
10,"Smith, Devon",21y 12d,47 (5-0-42 10.64%),42 (0.89),←,
20,"Tomlinson, Adam",20y 295d,33 (1-0-32 3.03%),10 (0.30),←,
31,"Townsend, Jacob",20y 346d,24 (3-0-21 12.50%),3 (0.13),←,
17,"Treloar, Adam",21y 84d,47 (5-0-42 10.64%),24 (0.51),←,
8,"Ward, Callan",24y 52d,111 (37-0-74 33.33%),54 (0.49),51 (5-0-46 9.80%),21 (0.41)
6,"Whitfield, Lachie",19y 318d,24 (2-0-22 8.33%),10 (0.42),←,
Totals,Totals,22y 173d,1134 (360-6-768 31.75%),527 (0.46),,
C,"Cameron, Leon",41y 272d,10 (2-0-8 20.00%),,←,
