West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Ah Chee, Brendon",5,3,10,15,1,,,4.0,1.0,,,2.0,,,,8.0,7.0,1.0,1.0,5.0,,,81.0
37,"Barrass, Tom",9,5,5,14,,,2.0,2.0,2.0,,,1.0,5.0,,,8.0,5.0,1.0,,7.0,,,93.0
28,"Cole, Tom",5,2,8,13,,,,3.0,7.0,,,2.0,1.0,2.0,,5.0,8.0,,,1.0,1.0,,86.0
15,"Cripps, Jamie",12,5,10,22,1,1.0,,7.0,1.0,5.0,,3.0,3.0,,,7.0,14.0,,,,,2.0,88.0
27,"Darling, Jack",,1,,,,,,,,,,1.0,,,,,1.0,,,,,,9.0
14,"Duggan, Liam",15,6,9,24,,,,1.0,7.0,3.0,,1.0,1.0,,,7.0,17.0,,,5.0,,,87.0
25,"Hurn, Shannon",15,5,3,18,,,,4.0,2.0,2.0,,1.0,,,,5.0,8.0,1.0,,1.0,,,87.0
34,"Hutchings, Mark",11,5,3,14,2,,,3.0,1.0,4.0,2.0,3.0,1.0,,,3.0,9.0,,1.0,,,1.0,81.0
23,"Jetta, Lewis",10,2,9,19,,,,2.0,5.0,2.0,2.0,2.0,1.0,,,8.0,9.0,,,2.0,,,84.0
2,"LeCras, Mark",6,4,5,11,1,,,1.0,,2.0,4.0,1.0,,,,9.0,3.0,2.0,1.0,1.0,,1.0,90.0
29,"Lycett, Scott",5,,6,11,,,21.0,7.0,1.0,2.0,3.0,3.0,2.0,1.0,,9.0,2.0,,,2.0,,,86.0
7,"Masten, Chris",17,5,10,27,1,,,,,2.0,,1.0,,,,4.0,23.0,,,1.0,1.0,,93.0
20,"McGovern, Jeremy",10,6,3,13,,,,2.0,2.0,2.0,,1.0,1.0,,,3.0,10.0,1.0,,3.0,,,85.0
8,"Redden, Jack",15,2,10,25,,1.0,,5.0,1.0,2.0,6.0,2.0,,1.0,,14.0,10.0,,,3.0,1.0,,85.0
44,"Rioli, Willie",6,2,4,10,3,2.0,,2.0,,2.0,,3.0,,3.0,,4.0,6.0,,,2.0,,2.0,85.0
1,"Ryan, Liam",3,,5,8,1,,,1.0,,2.0,,,,,,3.0,5.0,,,,1.0,1.0,75.0
4,"Sheed, Dom",18,8,13,31,1,,,3.0,2.0,4.0,1.0,6.0,1.0,1.0,,5.0,26.0,,,,4.0,2.0,80.0
5,"Sheppard, Brad",14,8,9,23,,,,2.0,2.0,3.0,,,1.0,,,5.0,18.0,2.0,,3.0,2.0,,93.0
13,"Shuey, Luke",8,2,13,21,,,,10.0,,4.0,8.0,3.0,,2.0,,12.0,12.0,,,2.0,1.0,1.0,87.0
19,"Vardy, Nathan",5,5,3,8,1,1.0,14.0,2.0,,2.0,1.0,1.0,,1.0,,5.0,4.0,2.0,2.0,2.0,,1.0,86.0
18,"Venables, Daniel",6,5,4,10,1,,,3.0,,3.0,,1.0,1.0,,,5.0,5.0,,1.0,,,,70.0
6,"Yeo, Elliot",15,9,8,23,1,1.0,,10.0,1.0,1.0,2.0,4.0,,3.0,,7.0,16.0,2.0,2.0,4.0,1.0,1.0,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,90,150,360,14,7.0,37.0,74.0,35.0,47.0,29.0,42.0,18.0,14.0,,136.0,218.0,12.0,8.0,44.0,12.0,12.0,
Opposition,Opposition,210,88,176,386,16,12.0,43.0,69.0,31.0,55.0,43.0,51.0,14.0,18.0,6.0,159.0,233.0,13.0,19.0,58.0,1.0,15.0,
