Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Acres, Blake",9,1,7,16,,,1.0,1.0,,5.0,3.0,2.0,1.0,,,6.0,9.0,,,,1.0,1.0,77.0
11,"Aish, James",9,6,5,14,,,,1.0,3.0,2.0,,3.0,1.0,2.0,,5.0,9.0,,,3.0,,1.0,84.0
17,"Bewley, Brett",5,1,5,10,,,,2.0,1.0,,,2.0,,,,2.0,7.0,,,1.0,,,62.0
8,"Brayshaw, Andrew",15,8,13,28,2,,,5.0,,5.0,2.0,1.0,,1.0,,6.0,21.0,,1.0,1.0,,,73.0
5,"Cerra, Adam",15,5,9,24,,2.0,,4.0,4.0,6.0,7.0,,2.0,,,11.0,12.0,,,1.0,1.0,,77.0
33,"Colyer, Travis",4,1,,4,,1.0,,,,1.0,1.0,1.0,,1.0,,3.0,2.0,,1.0,1.0,1.0,,75.0
12,"Crowden, Mitch",,,,,,,,,,,,,,,,,,,,,,,
4,"Darcy, Sean",11,8,9,20,1,1.0,40.0,,,3.0,6.0,3.0,,2.0,3.0,13.0,6.0,3.0,2.0,5.0,,,85.0
7,"Fyfe, Nat",10,3,10,20,,1.0,,4.0,,3.0,5.0,5.0,3.0,4.0,,11.0,11.0,,,,,,87.0
23,"Henry, Liam",8,2,2,10,1,2.0,,,,2.0,,3.0,1.0,1.0,,6.0,3.0,1.0,1.0,1.0,1.0,1.0,81.0
37,"Lobb, Rory",5,4,5,10,1,1.0,,1.0,,3.0,,2.0,,,,6.0,4.0,2.0,2.0,4.0,,1.0,100.0
2,"Logue, Griffin",5,5,6,11,,,,1.0,1.0,,,2.0,,1.0,,5.0,8.0,,,2.0,,,87.0
16,"Mundy, David",11,4,10,21,,,,4.0,1.0,3.0,6.0,1.0,1.0,,,8.0,12.0,1.0,,1.0,,1.0,73.0
25,"Pearce, Alex",8,5,6,14,,,,,2.0,,,4.0,4.0,1.0,,7.0,7.0,1.0,,10.0,,,97.0
13,"Ryan, Luke",20,9,5,25,,,,,8.0,1.0,2.0,3.0,,1.0,,6.0,17.0,,,4.0,4.0,,88.0
28,"Schultz, Lachie",4,2,,4,,2.0,,2.0,1.0,1.0,,2.0,,2.0,,1.0,3.0,1.0,,1.0,,,77.0
3,"Serong, Caleb",15,1,4,19,,1.0,,2.0,,6.0,7.0,4.0,,,,10.0,8.0,,,,,,80.0
39,"Switkowski, Sam",6,2,3,9,1,1.0,,4.0,,2.0,1.0,1.0,2.0,,,4.0,5.0,,1.0,2.0,,,73.0
35,"Treacy, Josh",3,3,3,6,1,,,1.0,,2.0,,4.0,,2.0,,2.0,4.0,,1.0,1.0,,,96.0
18,"Tucker, Darcy",12,6,9,21,,,,,1.0,1.0,2.0,2.0,,1.0,,2.0,19.0,,,2.0,,,84.0
31,"Walker, Brandon",9,5,2,11,,,,1.0,,1.0,,4.0,,1.0,,1.0,11.0,,1.0,5.0,,1.0,79.0
10,"Walters, Michael",8,2,1,9,1,1.0,,2.0,,1.0,2.0,2.0,1.0,1.0,,5.0,5.0,1.0,,1.0,1.0,,85.0
14,"Wilson, Nathan",14,5,3,17,,,,1.0,6.0,4.0,1.0,3.0,1.0,,,3.0,11.0,,,3.0,1.0,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,88,117,323,8,16.0,41.0,36.0,28.0,52.0,45.0,54.0,17.0,21.0,3.0,123.0,194.0,10.0,10.0,49.0,10.0,6.0,
Opposition,Opposition,220,104,115,335,12,8.0,29.0,51.0,43.0,40.0,26.0,58.0,21.0,17.0,3.0,122.0,205.0,17.0,12.0,51.0,6.0,9.0,
