Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",5,1,6,11,2,,,4.0,2.0,1.0,2.0,3.0,1.0,1.0,,10.0,4.0,,1.0,3.0,,,63.0
29,"Bowes, Jack",17,2,4,21,1,,,1.0,2.0,4.0,2.0,3.0,2.0,,,9.0,8.0,,,3.0,,,78.0
12,"Day, Sam",6,2,4,10,,,8.0,3.0,1.0,3.0,2.0,2.0,1.0,,,6.0,5.0,,,5.0,,,78.0
8,"Fiorini, Brayden",17,3,4,21,,,,6.0,3.0,6.0,4.0,,,,,7.0,12.0,,1.0,,,,71.0
5,"Harbrow, Jarrod",23,3,,23,,,,5.0,6.0,3.0,3.0,4.0,,,3.0,7.0,13.0,,,,,,80.0
39,"Holman, Nick",7,2,5,12,,1.0,,14.0,,3.0,1.0,4.0,2.0,2.0,,9.0,3.0,1.0,1.0,3.0,,,81.0
38,"Joyce, Jesse",5,1,3,8,,,,3.0,,,,2.0,,1.0,,5.0,3.0,,,8.0,,,90.0
10,"Kolodjashnij, Kade",14,6,3,17,,,,1.0,4.0,2.0,1.0,5.0,,,,5.0,9.0,,1.0,5.0,,,84.0
19,"Lynch, Tom",12,4,4,16,,1.0,,7.0,,3.0,,9.0,3.0,6.0,,10.0,5.0,2.0,1.0,6.0,,,96.0
25,"Lyons, Jarryd",18,2,4,22,1,,,2.0,,4.0,7.0,5.0,1.0,,,13.0,4.0,,1.0,,,,55.0
44,"Macpherson, Darcy",15,3,3,18,1,1.0,,9.0,1.0,2.0,2.0,4.0,,1.0,,7.0,9.0,,,3.0,,,84.0
4,"Martin, Jack",14,4,7,21,,,,8.0,,3.0,4.0,7.0,1.0,2.0,,6.0,14.0,,,,,2.0,81.0
17,"May, Steven",14,6,1,15,,,,2.0,3.0,1.0,,3.0,1.0,1.0,,8.0,4.0,2.0,,3.0,,,88.0
11,"Miller, Touk",12,1,9,21,,1.0,,6.0,4.0,3.0,11.0,4.0,3.0,3.0,2.0,17.0,7.0,,1.0,9.0,,,62.0
35,"Rischitelli, Michael",14,5,3,17,,,,3.0,5.0,3.0,,7.0,,4.0,,6.0,11.0,1.0,1.0,3.0,,,90.0
3,"Rosa, Matt",15,2,11,26,,,,2.0,1.0,2.0,4.0,2.0,3.0,,,19.0,5.0,,,1.0,,,83.0
6,"Sexton, Alex",14,1,4,18,1,3.0,,2.0,,6.0,1.0,5.0,,,,8.0,8.0,,1.0,1.0,,,84.0
24,"Swallow, David",22,4,10,32,,,,3.0,,7.0,1.0,5.0,1.0,,,14.0,17.0,,,1.0,,1.0,80.0
16,"Thompson, Rory",3,,1,4,,,,2.0,3.0,1.0,,,,,,4.0,1.0,,,15.0,,,88.0
14,"Weller, Lachie",11,,8,19,,1.0,,3.0,3.0,,1.0,6.0,,,,10.0,6.0,,,1.0,,,55.0
28,"Witts, Jarrod",21,4,4,25,,1.0,34.0,5.0,2.0,5.0,7.0,4.0,2.0,,,15.0,8.0,1.0,,5.0,,,65.0
15,"Young, Aaron",16,3,11,27,1,1.0,,9.0,,5.0,1.0,5.0,1.0,3.0,,13.0,12.0,,1.0,2.0,,1.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,295,59,109,404,7,13.0,42.0,100.0,40.0,67.0,54.0,89.0,22.0,24.0,5.0,208.0,168.0,7.0,10.0,77.0,,4.0,
Opposition,Opposition,217,21,130,347,5,9.0,46.0,88.0,54.0,47.0,37.0,81.0,24.0,22.0,1.0,188.0,140.0,8.0,2.0,88.0,3.0,2.0,
