Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",26y 144d,171 (69-2-100 40.94%),124 (0.73),←,
13,"Brunton, Neil",24y 215d,42 (5-1-36 13.10%),5 (0.12),←,
21,"Bryce, Paul",25y 25d,88 (34-2-52 39.77%),37 (0.42),14 (1-0-13 7.14%),8 (0.57)
28,"Cresswell, Daryn",22y 76d,23 (1-0-22 4.35%),29 (1.26),←,
5,"Daniels, Jayson",22y 168d,88 (26-1-61 30.11%),19 (0.22),14 (1-0-13 7.14%),
43,"Direen, Scott",20y 290d,10 (1-0-9 10.00%),6 (0.60),←,
6,"Dunkley, Andrew",25y 38d,33 (3-1-29 10.61%),1 (0.03),←,
48,"Gray, Troy",20y 161d,17 (1-1-15 8.82%),8 (0.47),←,
47,"Higgins, Leon",25y 40d,99 (32-2-65 33.33%),69 (0.70),←,
31,"Holmes, Darren",22y 337d,36 (6-2-28 19.44%),4 (0.11),←,
14,"Kelly, Paul",24y 9d,69 (12-2-55 18.84%),34 (0.49),←,
1,"Lawson, Jamie",21y 305d,43 (10-2-31 25.58%),24 (0.56),←,
3,"Lewis, Dale",24y 94d,58 (10-2-46 18.97%),60 (1.03),←,
8,"Minton-Connell, Simon",24y 102d,42 (10-0-32 23.81%),134 (3.19),23 (1-0-22 4.35%),84 (3.65)
17,"Mooney, Jason",20y 62d,16 (1-0-15 6.25%),2 (0.13),←,
23,"Neill, Robert",19y 213d,3 (0-0-3 0.00%),,←,
44,"Osborne, Richard",29y 51d,200 (81-0-119 40.50%),448 (2.24),13 (1-0-12 7.69%),37 (2.85)
22,"Rose, Gavin",23y 311d,16 (1-1-14 9.38%),,←,
45,"Stafford, Greg",18y 344d,5 (0-0-5 0.00%),3 (0.60),←,
9,"Werner, Michael",24y 57d,52 (26-0-26 50.00%),77 (1.48),12 (0-0-12 0.00%),17 (1.42)
Totals,Totals,23y 97d,1111 (329-19-763 29.61%),1084 (0.98),,
C,"Barassi, Ron",57y 160d,468 (264-4-200 56.84%),,12 (1-0-11 8.33%),
