Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",12,2,8,20,,,,4.0,,,,,,1.0,,,,,,,,,
32,"Baldwin, Jason",10,5,4,14,,,,1.0,,,,,2.0,,,,,,,,,,
37,"Bizzotto, Frank",6,4,7,13,,,,1.0,,,,,,,,,,,,,,,
34,"Boyd, Brad",10,2,9,19,,,,2.0,,,,,1.0,1.0,,,,,,,,,
18,"Dunstan, Michael",4,2,3,7,2,1.0,,,,,,,,,,,,,,,,,
17,"Hawking, Simon",12,5,,12,,1.0,,1.0,,,,,1.0,,,,,,,,,,
10,"Hogg, Jeff",3,1,1,4,1,,,,,,,,,1.0,,,,,,,,,
2,"Johnson, Chris",4,1,2,6,,1.0,,1.0,,,,,,1.0,,,,,,,,,
13,"Kavanagh, Tom",7,2,3,10,,,,3.0,,,,,2.0,,,,,,,,,,
29,"Lyon, Ross",9,3,8,17,,,1.0,4.0,,,,,2.0,1.0,,,,,,,,,
30,"Manson, James",3,4,1,4,,,4.0,,,,,,,1.0,,,,,,,,,
25,"McCarthy, John",6,2,7,13,,,,2.0,,,,,3.0,1.0,,,,,,,,,
7,"Molloy, Jarrod",11,6,6,17,2,3.0,,1.0,,,,,1.0,2.0,,,,,,,,,
4,"Paxman, Stephen",5,3,1,6,2,,7.0,1.0,,,,,1.0,1.0,,,,,,,,,
27,"Payne, Darren",3,,,3,,,,,,,,,1.0,,,,,,,,,,
1,"Roos, Paul",11,5,3,14,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
3,"Seecamp, Marcus",4,2,4,8,,,,3.0,,,,,1.0,1.0,,,,,,,,,
22,"Stretch, Steven",1,2,5,6,,,,3.0,,,,,,1.0,,,,,,,,,
12,"Wheildon, Darren",5,4,1,6,1,1.0,,3.0,,,,,,1.0,,,,,,,,,
8,"Wynd, Jim",14,2,2,16,1,1.0,,2.0,,,,,1.0,,,,,,,,,,
16,"Zanotti, Mark",11,8,2,13,,,,3.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,151,65,77,228,9,11.0,13.0,36.0,,,,,17.0,15.0,,,,,,,,,
Opposition,Opposition,185,65,134,319,16,15.0,18.0,27.0,,,,,15.0,17.0,6.0,,,,,,,,
