St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
18,"Bowey, Brett",20y 326d,27 (10-0-17 37.04%),30 (1.11),←,
29,"Burke, Nathan",20y 75d,63 (21-0-42 33.33%),21 (0.33),←,
44,"Devonport, Craig",20y 85d,7 (4-0-3 57.14%),3 (0.43),←,
2,"Frawley, Danny",26y 226d,126 (31-0-95 24.60%),9 (0.07),←,
16,"Gotch, Bradley",27y 303d,93 (38-1-54 41.40%),122 (1.31),50 (17-0-33 34.00%),62 (1.24)
6,"Grant, David",23y 258d,99 (26-0-73 26.26%),54 (0.55),←,
10,"Harding, Paul",25y 322d,37 (17-0-20 45.95%),4 (0.11),26 (10-0-16 38.46%),2 (0.08)
35,"Harvey, Robert",18y 244d,20 (7-0-13 35.00%),19 (0.95),←,
24,"Jeffrey, Russell",24y 75d,19 (6-0-13 31.58%),2 (0.11),←,
9,"Kitschke, Damian",23y 344d,4 (3-0-1 75.00%),3 (0.75),←,
3,"Krakouer, Jim",31y 191d,138 (73-3-62 53.99%),231 (1.67),4 (3-0-1 75.00%),2 (0.50)
4,"Lockett, Tony",24y 44d,116 (32-0-84 27.59%),493 (4.25),←,
23,"Loewe, Stewart",21y 334d,77 (24-0-53 31.17%),55 (0.71),←,
25,"Muller, Ian",24y 273d,15 (9-0-6 60.00%),1 (0.07),9 (5-0-4 55.56%),1 (0.11)
19,"Nixon, Ricky",27y 19d,41 (13-0-28 31.71%),18 (0.44),37 (11-0-26 29.73%),17 (0.46)
41,"Pekin, Tim",25y 90d,111 (52-0-59 46.85%),17 (0.15),4 (3-0-1 75.00%),2 (0.50)
37,"Rice, Dean",22y 36d,68 (23-0-45 33.82%),11 (0.16),←,
8,"Russo, Peter",30y 175d,186 (113-0-73 60.75%),118 (0.63),24 (8-0-16 33.33%),16 (0.67)
26,"Taylor, Kain",22y 190d,30 (8-0-22 26.67%),11 (0.37),←,
7,"Winmar, Nicky",24y 209d,67 (23-0-44 34.33%),130 (1.94),←,
Totals,Totals,24y 118d,1344 (533-4-807 39.66%),1352 (1.01),,
C,"Sheldon, Ken",30y 112d,4 (3-0-1 75.00%),,←,
