Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",24y 284d,64 (39-2-23 62.50%),65 (1.02),←,
16,"Barnard, Paul",23y 187d,22 (10-0-12 45.45%),6 (0.27),11 (7-0-4 63.64%),2 (0.18)
8,"Bewick, Darren",28y 363d,162 (100-1-61 62.04%),261 (1.61),←,
34,"Blumfield, Justin",18y 268d,6 (4-0-2 66.67%),2 (0.33),←,
9,"Cockatoo-Collins, Che",21y 166d,49 (29-3-17 62.24%),68 (1.39),←,
7,"Daniher, Chris",30y 140d,106 (61-4-41 59.43%),36 (0.34),←,
31,"Fletcher, Dustin",21y 103d,70 (45-3-22 66.43%),15 (0.21),←,
39,"Hardwick, Damien",24y,45 (27-1-17 61.11%),9 (0.20),←,
1,"Harvey, Mark",31y 68d,195 (128-3-64 66.41%),169 (0.87),←,
5,"Hird, James",23y 196d,83 (49-4-30 61.45%),139 (1.67),←,
18,"Lloyd, Matthew",18y 124d,11 (6-1-4 59.09%),20 (1.82),←,
25,"Lucas, Scott",18y 232d,11 (7-0-4 63.64%),9 (0.82),←,
24,"Misiti, Joe",21y 283d,83 (50-4-29 62.65%),36 (0.43),←,
10,"ODonnell, Gary",31y 98d,201 (123-4-74 62.19%),73 (0.36),←,
47,"Olarenshaw, Ricky",23y 199d,40 (25-1-14 63.75%),9 (0.22),←,
19,"Somerville, Peter",28y 41d,116 (72-3-41 63.36%),86 (0.74),←,
12,"Symons, Michael",24y 337d,76 (47-3-26 63.82%),74 (0.97),←,
21,"Wallis, Dean",26y 357d,70 (38-1-31 55.00%),28 (0.40),←,
4,"Wanganeen, Gavin",23y 61d,122 (70-3-49 58.61%),60 (0.49),←,
6,"Wellman, Sean",21y 333d,39 (15-2-22 41.03%),9 (0.23),5 (2-1-2 50.00%),
35,"Young, Barry",26y 53d,95 (42-2-51 45.26%),55 (0.58),42 (23-2-17 57.14%),32 (0.76)
Totals,Totals,24y 151d,1666 (987-45-634 59.24%),1229 (0.74),,
C,"Sheedy, Kevin",48y 238d,373 (239-5-129 64.75%),,←,
