Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Banks, Denis",8,3,2,10,,,,2.0,,,,,2.0,2.0,,,,,,,,,
17,"Barwick, Doug",17,9,2,19,1,4.0,,,,,,,,2.0,,,,,,,,,
28,"Crosisca, Gavin",3,1,,3,,,,,,,,,,,,,,,,,,,
35,"Daicos, Peter",11,2,2,13,2,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
2,"Francis, Tony",10,2,5,15,1,1.0,,1.0,,,,,2.0,,,,,,,,,,
3,"Gayfer, Michael",6,2,4,10,,,,1.0,,,,,1.0,1.0,,,,,,,,,
37,"Hrysoulakis, Athas",3,2,1,4,,1.0,,,,,,,,,,,,,,,,,
23,"Kelly, Craig",3,3,10,13,,,,2.0,,,,,2.0,2.0,,,,,,,,,
44,"Kerrison, Shane",6,,7,13,,,,1.0,,,,,2.0,1.0,,,,,,,,,
30,"Manson, James",9,3,2,11,2,,5.0,,,,,,1.0,2.0,,,,,,,,,
34,"McGuane, Mick",20,8,8,28,1,1.0,,1.0,,,,,2.0,,,,,,,,,,
5,"McKeown, Ron",8,4,3,11,3,1.0,,,,,,,,2.0,,,,,,,,,
42,"Millane, Darren",20,7,6,26,,,,1.0,,,,,1.0,,,,,,,,,,
1,"Monkhorst, Damian",5,1,8,13,,,15.0,2.0,,,,,2.0,1.0,1.0,,,,,,,,
7,"Morwood, Shane",7,,6,13,,,,2.0,,,,,2.0,,,,,,,,,,
29,"Russell, Scott",17,3,6,23,,,,1.0,,,,,,2.0,,,,,,,,,
22,"Shaw, Tony",24,7,8,32,2,,1.0,1.0,,,,,3.0,2.0,3.0,,,,,,,,
27,"Starcevich, Craig",13,8,6,19,2,1.0,6.0,1.0,,,,,2.0,,,,,,,,,,
24,"Turner, Jamie",11,3,3,14,,,,2.0,,,,,,,,,,,,,,,
19,"Wright, Graham",14,2,4,18,,2.0,,,,,,,4.0,4.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,70,93,308,14,15.0,27.0,20.0,,,,,27.0,23.0,4.0,,,,,,,,
Opposition,Opposition,190,60,102,292,12,16.0,13.0,29.0,,,,,23.0,27.0,2.0,,,,,,,,
