Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",6,2,8,14,,2.0,,,,3.0,,1.0,1.0,1.0,,7.0,7.0,,1.0,2.0,,,77.0
29,"Bowes, Jack",8,4,4,12,,1.0,,4.0,,2.0,1.0,2.0,,1.0,,4.0,8.0,,,2.0,,,78.0
12,"Day, Sam",5,1,6,11,1,,7.0,1.0,,1.0,1.0,2.0,1.0,1.0,,9.0,4.0,1.0,,2.0,,,86.0
8,"Fiorini, Brayden",20,9,7,27,2,,,1.0,4.0,3.0,2.0,3.0,,1.0,3.0,7.0,20.0,,,,1.0,,75.0
5,"Harbrow, Jarrod",20,6,5,25,,,,3.0,6.0,4.0,,3.0,,1.0,,5.0,18.0,1.0,,1.0,,,90.0
39,"Holman, Nick",9,2,9,18,1,1.0,,2.0,,5.0,,1.0,4.0,,,9.0,8.0,1.0,1.0,2.0,,1.0,83.0
38,"Joyce, Jesse",4,1,7,11,,,,2.0,1.0,,1.0,4.0,2.0,3.0,,5.0,7.0,,,2.0,,,88.0
7,"Lonergan, Jesse",6,1,9,15,,,,4.0,1.0,2.0,2.0,1.0,1.0,,,8.0,7.0,,,2.0,,,73.0
19,"Lynch, Tom",9,4,4,13,2,1.0,,1.0,,1.0,,2.0,1.0,1.0,,4.0,9.0,,3.0,5.0,,1.0,97.0
25,"Lyons, Jarryd",13,2,9,22,1,,,3.0,2.0,5.0,6.0,3.0,,1.0,,8.0,12.0,1.0,,,,,79.0
44,"Macpherson, Darcy",7,,2,9,2,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,,,6.0,3.0,,,1.0,,,35.0
4,"Martin, Jack",16,9,3,19,,,,2.0,9.0,,,1.0,,1.0,,4.0,15.0,,,1.0,,,88.0
17,"May, Steven",13,8,4,17,1,,,1.0,5.0,1.0,,4.0,,1.0,,5.0,10.0,,,6.0,,,87.0
11,"Miller, Touk",13,5,8,21,,,,4.0,4.0,4.0,7.0,3.0,3.0,,2.0,11.0,9.0,,,2.0,,,91.0
35,"Rischitelli, Michael",8,2,4,12,,,,,5.0,2.0,,1.0,,,,4.0,5.0,,,2.0,,,76.0
3,"Rosa, Matt",10,4,11,21,,,,4.0,1.0,5.0,2.0,5.0,1.0,2.0,,2.0,17.0,,,2.0,,1.0,81.0
6,"Sexton, Alex",11,7,3,14,,,,4.0,1.0,6.0,,3.0,,,,5.0,9.0,2.0,,1.0,6.0,1.0,87.0
24,"Swallow, David",14,6,7,21,,1.0,,3.0,2.0,2.0,4.0,2.0,1.0,2.0,,8.0,13.0,,1.0,2.0,,,81.0
16,"Thompson, Rory",4,3,4,8,,,,2.0,1.0,,,3.0,,2.0,,2.0,6.0,,,8.0,,,97.0
14,"Weller, Lachie",12,9,11,23,,,,1.0,2.0,3.0,1.0,6.0,1.0,1.0,,5.0,16.0,1.0,,3.0,,,87.0
28,"Witts, Jarrod",7,1,9,16,,,27.0,7.0,2.0,4.0,5.0,3.0,3.0,1.0,,14.0,3.0,,,4.0,,1.0,79.0
15,"Young, Aaron",12,5,7,19,1,,,3.0,1.0,1.0,1.0,4.0,2.0,3.0,,8.0,10.0,,,1.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,91,141,368,11,10.0,34.0,54.0,48.0,55.0,35.0,58.0,23.0,23.0,5.0,140.0,216.0,7.0,6.0,51.0,7.0,5.0,
Opposition,Opposition,227,108,173,400,10,11.0,30.0,58.0,40.0,60.0,33.0,65.0,23.0,23.0,1.0,128.0,265.0,8.0,11.0,50.0,6.0,8.0,
