North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",7,,2.0,9,1.0,1.0,,1.0,,,,,,,,,,,,,,,
11,"Archer, Glenn",3,1.0,4.0,7,,,,2.0,,,,,2.0,1.0,,,,,,,,,
12,"Blakey, John",9,3.0,4.0,13,,,,1.0,,,,,2.0,2.0,,,,,,,,,
18,"Carey, Wayne",12,6.0,9.0,21,5.0,3.0,,,,,,,,1.0,1.0,,,,,,,,
23,"Clarkson, Alastair",6,2.0,5.0,11,1.0,,,,,,,,1.0,1.0,,,,,,,,,
27,"Crocker, Darren",11,,3.0,14,,,1.0,1.0,,,,,5.0,,,,,,,,,,
28,"Dwyer, Anthony",8,4.0,2.0,10,,1.0,,,,,,,,1.0,,,,,,,,,
6,"Fairley, Ian",2,,1.0,3,,,,,,,,,,1.0,,,,,,,,,
29,"German, Peter",16,4.0,5.0,21,,1.0,,3.0,,,,,,1.0,,,,,,,,,
26,"Ishchenko, Alex",2,,5.0,7,,,15.0,1.0,,,,,1.0,1.0,,,,,,,,,
7,"Laidley, Dani",9,,2.0,11,,,,,,,,,,,,,,,,,,,
9,"Larkin, Matthew",14,2.0,6.0,20,,,,4.0,,,,,,,,,,,,,,,
35,"Longmire, John",6,3.0,5.0,11,,,,,,,,,1.0,1.0,,,,,,,,,
41,"McAdam, Adrian",13,4.0,1.0,14,3.0,7.0,,1.0,,,,,4.0,5.0,,,,,,,,,
22,"Roberts, Mark",8,2.0,4.0,12,1.0,,1.0,,,,,,3.0,,,,,,,,,,
3,"Rock, Anthony",23,4.0,3.0,26,,,,2.0,,,,,4.0,1.0,,,,,,,,,
1,"Romero, Jose",6,1.0,2.0,8,,,,2.0,,,,,1.0,2.0,,,,,,,,,
24,"Sholl, Craig",10,3.0,2.0,12,,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,
15,"Smith, Ross",12,,,12,,,,1.0,,,,,1.0,,,,,,,,,,
10,"Stevens, Anthony",19,1.0,6.0,25,,1.0,,,,,,,1.0,3.0,,,,,,,,,
Totals,Totals,196,40.0,71.0,267,11.0,14.0,18.0,21.0,,,,,28.0,22.0,1.0,,,,,,,,
Opposition,Opposition,215,82.0,93.0,308,12.0,11.0,11.0,29.0,,,,,22.0,28.0,5.0,,,,,,,,
