Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
30,"Brand, Kaiden",24y 42d,31 (17-1-13 56.45%),,←,
22,"Breust, Luke",27y 190d,170 (125-1-44 73.82%),327 (1.92),←,
9,"Burgoyne, Shaun",35y 211d,347 (234-2-111 67.72%),278 (0.80),190 (137-2-51 72.63%),107 (0.56)
5,"Burton, Ryan",21y 109d,32 (15-1-16 48.44%),5 (0.16),←,
46,"Cousins, James",20y 62d,7 (3-0-4 42.86%),1 (0.14),←,
8,"Duryea, Taylor",27y 26d,110 (78-1-31 71.36%),20 (0.18),←,
19,"Gunston, Jack",26y 216d,158 (107-1-50 68.04%),311 (1.97),144 (102-1-41 71.18%),291 (2.02)
15,"Hardwick, Blake",21y 104d,29 (16-1-12 56.90%),,←,
31,"Henderson, Ricky",29y 251d,116 (57-1-58 49.57%),61 (0.53),26 (11-1-14 44.23%),18 (0.69)
4,"Impey, Jarman",22y 315d,84 (45-0-39 53.57%),39 (0.46),9 (5-0-4 55.56%),5 (0.56)
39,"Lewis, Mitch",19y 218d,1 (0-0-1 0.00%),,←,
7,"McEvoy, Ben",28y 313d,177 (104-3-70 59.60%),71 (0.40),86 (53-1-32 62.21%),44 (0.51)
32,"Mirra, David",27y 61d,4 (2-0-2 50.00%),,←,
3,"Mitchell, Tom",24y 354d,96 (57-1-38 59.90%),53 (0.55),31 (15-1-15 50.00%),15 (0.48)
35,"Morrison, Harry",19y 189d,8 (4-0-4 50.00%),2 (0.25),←,
28,"Puopolo, Paul",30y 169d,153 (113-0-40 73.86%),156 (1.02),←,
2,"Roughead, Jarryd",31y 117d,262 (165-2-95 63.36%),545 (2.08),←,
26,"Shiels, Liam",27y 21d,171 (120-1-50 70.47%),61 (0.36),←,
6,"Sicily, James",23y 134d,51 (31-1-19 61.76%),49 (0.96),←,
16,"Smith, Isaac",29y 141d,166 (121-1-44 73.19%),139 (0.84),←,
24,"Stratton, Ben",29y 80d,155 (107-1-47 69.35%),1 (0.01),←,
38,"Worpel, James",19y 116d,3 (2-0-1 66.67%),1 (0.33),←,
Totals,Totals,25y 273d,2331 (1523-19-789 65.34%),2120 (0.91),,
C,"Clarkson, Alastair",50y 23d,314 (195-2-117 62.42%),,←,
