Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",24y 283d,41 (16-1-24 40.24%),20 (0.49),←,
24,"Bird, Craig",27y 141d,146 (85-2-59 58.90%),58 (0.40),9 (0-0-9 0.00%),2 (0.22)
28,"Brown, Mitch",25y 287d,27 (14-0-13 51.85%),23 (0.85),12 (1-0-11 8.33%),14 (1.17)
17,"Cooney, Adam",30y 254d,242 (108-2-132 45.04%),199 (0.82),23 (4-0-19 17.39%),13 (0.57)
6,"Daniher, Joe",22y 98d,60 (21-1-38 35.83%),82 (1.37),←,
49,"Dea, Matt",24y 241d,43 (14-1-28 33.72%),1 (0.02),12 (1-0-11 8.33%),
15,"Dempsey, Courtenay",28y 287d,125 (52-3-70 42.80%),31 (0.25),←,
19,"Edwards, Shaun",22y 180d,24 (2-0-22 8.33%),10 (0.42),12 (2-0-10 16.67%),8 (0.67)
13,"Fantasia, Orazio",20y 270d,19 (3-1-15 18.42%),12 (0.63),←,
8,"Gleeson, Martin",21y 290d,41 (10-1-30 25.61%),4 (0.10),←,
9,"Goddard, Brendon",31y 21d,281 (158-4-119 56.94%),151 (0.54),76 (32-1-43 42.76%),47 (0.62)
42,"Gwilt, James",29y 304d,148 (69-3-76 47.64%),25 (0.17),22 (3-0-19 13.64%),
41,"Hams, Will",21y 332d,7 (2-0-5 28.57%),1 (0.14),←,
53,"Jamar, Mark",32y 306d,157 (50-3-104 32.80%),57 (0.36),2 (0-0-2 0.00%),1 (0.50)
47,"Kelly, James",32y 164d,284 (186-1-97 65.67%),89 (0.31),11 (1-0-10 9.09%),1 (0.09)
30,"Langford, Kyle",19y 192d,19 (3-0-16 15.79%),10 (0.53),←,
22,"Leuenberger, Matthew",28y 3d,119 (36-1-82 30.67%),27 (0.23),11 (1-0-10 9.09%),
20,"Merrett, Jackson",23y 104d,48 (22-0-26 45.83%),21 (0.44),←,
7,"Merrett, Zach",20y 251d,49 (17-1-31 35.71%),19 (0.39),←,
3,"Parish, Darcy",18y 321d,11 (1-0-10 9.09%),5 (0.45),←,
48,"Stokes, Mathew",31y 201d,196 (144-0-52 73.47%),209 (1.07),7 (1-0-6 14.29%),6 (0.86)
11,"Zaharakis, David",26y 110d,138 (62-2-74 45.65%),101 (0.73),←,
Totals,Totals,25y 261d,2225 (1075-27-1123 48.31%),1155 (0.52),,
C,"Worsfold, John",47y 259d,293 (150-2-141 51.54%),,12 (1-0-11 8.33%),
