Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",31y 196d,177 (114-3-60 65.25%),190 (1.07),←,
23,"Bolton, Mark",24y 50d,44 (26-1-17 60.23%),15 (0.34),←,
37,"Bullen, Marcus",20y 315d,5 (4-0-1 80.00%),2 (0.40),←,
13,"Cupido, Damian",21y 73d,21 (11-0-10 52.38%),33 (1.57),8 (4-0-4 50.00%),17 (2.13)
19,"Hille, David",21y 355d,34 (20-0-14 58.82%),19 (0.56),←,
21,"Jacobs, Danny",22y 332d,66 (44-1-21 67.42%),19 (0.29),←,
14,"Johnson, Jason",25y 118d,97 (69-1-27 71.65%),56 (0.58),←,
1,"Johnson, Mark",25y,95 (71-1-23 75.26%),25 (0.26),←,
25,"Lucas, Scott",25y 144d,145 (93-1-51 64.48%),217 (1.50),←,
28,"McGrath, Cory",24y 108d,22 (14-0-8 63.64%),13 (0.59),←,
33,"McPhee, Adam",20y 229d,34 (10-0-24 29.41%),10 (0.29),9 (4-0-5 44.44%),1 (0.11)
10,"McVeigh, Mark",22y 117d,66 (42-1-23 64.39%),29 (0.44),←,
2,"Mercuri, Mark",29y 91d,189 (126-3-60 67.46%),237 (1.25),←,
24,"Misiti, Joe",28y 195d,204 (129-4-71 64.22%),85 (0.42),←,
11,"Peverill, Damien",23y 315d,39 (23-1-15 60.26%),11 (0.28),←,
29,"Reynolds, Joel",18y 352d,18 (7-1-10 41.67%),6 (0.33),←,
20,"Richards, Ted",20y 132d,6 (5-0-1 83.33%),4 (0.67),←,
43,"Rioli, Dean",25y 3d,61 (43-1-17 71.31%),77 (1.26),←,
7,"Solomon, Dean",23y 134d,84 (61-0-23 72.62%),28 (0.33),←,
6,"Wellman, Sean",28y 245d,187 (111-3-73 60.16%),32 (0.17),153 (98-2-53 64.71%),23 (0.15)
12,"Welsh, Andrew",20y 101d,23 (11-1-11 50.00%),2 (0.09),←,
8,"Winderlich, Jason",18y 225d,3 (1-0-2 33.33%),2 (0.67),←,
Totals,Totals,23y 274d,1620 (1035-23-562 63.89%),1112 (0.69),,
C,"Sheedy, Kevin",55y 150d,530 (342-6-182 65.09%),,←,
