North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",8,2,4,12,1,1.0,,,,6.0,2.0,1.0,,,,,,,,,,,
33,"Allison, Brett",1,1,3,4,1,,,,,,,,1.0,,,,,,,,,,
11,"Archer, Glenn",13,3,3,16,,,1.0,,5.0,2.0,3.0,,1.0,,,,,,,,,,
26,"Bell, Peter",19,2,7,26,1,3.0,,4.0,2.0,2.0,7.0,1.0,4.0,1.0,,,,,,,,,
12,"Blakey, John",11,4,3,14,1,2.0,,,4.0,2.0,1.0,,,,,,,,,,,,
16,"Capuano, Mathew",4,2,,4,,1.0,3.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,
18,"Carey, Wayne",13,5,5,18,1,4.0,,,,3.0,1.0,,,1.0,,,,,,,,,
17,"Freeborn, Glenn",8,3,4,12,,,,1.0,,4.0,1.0,,1.0,,,,,,,,,,
6,"Grant, Shannon",5,,5,10,,2.0,,1.0,,3.0,1.0,,,,,,,,,,,,
29,"Harvey, Brent",11,3,9,20,,,,2.0,,7.0,4.0,1.0,1.0,,,,,,,,,,
34,"King, David",12,4,4,16,,1.0,,,6.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,
4,"Martyn, Mick",9,2,4,13,,,2.0,1.0,4.0,,1.0,,,,,,,,,,,,
5,"McCartney, Jason",3,1,3,6,,,5.0,1.0,4.0,,2.0,,2.0,1.0,,,,,,,,,
31,"McKernan, Corey",7,3,4,11,,2.0,10.0,,,4.0,4.0,,1.0,3.0,,,,,,,,,
28,"Pickett, Byron",6,3,4,10,,,3.0,3.0,1.0,4.0,,,2.0,,,,,,,,,,
13,"Pike, Martin",7,4,1,8,1,,,,,2.0,,,,1.0,,,,,,,,,
22,"Roberts, Mark",8,4,3,11,1,1.0,,1.0,,5.0,2.0,1.0,,,,,,,,,,,
3,"Rock, Anthony",1,1,2,3,,,,,,,,,,,,,,,,,,,
8,"Scott, Robert",7,1,3,10,,,,1.0,1.0,,,,,,,,,,,,,,
24,"Sholl, Craig",8,1,3,11,,2.0,,3.0,2.0,1.0,1.0,,2.0,,,,,,,,,,
37,"Simpson, Adam",9,2,2,11,1,,,4.0,1.0,3.0,2.0,1.0,1.0,4.0,,,,,,,,,
10,"Stevens, Anthony",19,8,4,23,,,,2.0,5.0,8.0,3.0,1.0,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,59,80,269,8,22.0,24.0,25.0,36.0,59.0,36.0,10.0,17.0,16.0,,,,,,,,,
Opposition,Opposition,185,79,108,293,15,15.0,40.0,29.0,39.0,61.0,31.0,21.0,16.0,17.0,,,,,,,,,
