Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",26y 103d,162 (71-0-91 43.83%),10 (0.06),←,
8,"Ashcroft, Will",18y 322d,2 (1-0-1 50.00%),2 (1.00),←,
33,"Bailey, Zac",23y 182d,96 (61-0-35 63.54%),96 (1.00),←,
7,"Berry, Jarrod",25y 47d,110 (58-0-52 52.73%),49 (0.45),←,
23,"Cameron, Charlie",28y 262d,178 (112-1-65 63.20%),303 (1.70),105 (65-0-40 61.90%),216 (2.06)
3,"Daniher, Joe",29y 20d,153 (69-1-83 45.42%),281 (1.84),45 (29-0-16 64.44%),90 (2.00)
5,"Dunkley, Josh",26y 74d,118 (66-0-52 55.93%),65 (0.55),2 (1-0-1 50.00%),
32,"Fort, Darcy",29y 230d,27 (19-0-8 70.37%),15 (0.56),19 (14-0-5 73.68%),9 (0.47)
19,"Gunston, Jack",31y 159d,227 (137-1-89 60.57%),432 (1.90),2 (1-0-1 50.00%),2 (1.00)
30,"Hipwood, Eric",25y 192d,129 (64-0-65 49.61%),189 (1.47),←,
41,"Joyce, Darragh",25y 335d,14 (7-0-7 50.00%),,1 (1-0-0 100.00%),
11,"McCarthy, Lincoln",29y 153d,121 (85-0-36 70.25%),133 (1.10),92 (62-0-30 67.39%),108 (1.17)
6,"McCluggage, Hugh",25y 21d,132 (71-0-61 53.79%),84 (0.64),←,
46,"McInerney, Oscar",28y 257d,103 (63-0-40 61.17%),47 (0.46),←,
26,"McKenna, Conor",26y 361d,81 (36-1-44 45.06%),21 (0.26),2 (1-0-1 50.00%),1 (0.50)
9,"Neale, Lachie",29y 304d,222 (122-0-100 54.95%),112 (0.50),87 (57-0-30 65.52%),45 (0.52)
40,"Payne, Jack",23y 160d,29 (15-0-14 51.72%),2 (0.07),←,
16,"Rayner, Cam",23y 154d,89 (51-0-38 57.30%),81 (0.91),←,
10,"Rich, Daniel",32y 290d,270 (117-1-152 43.52%),115 (0.43),←,
2,"Robertson, Deven",21y 267d,27 (16-0-11 59.26%),7 (0.26),←,
37,"Starcevich, Brandon",23y 243d,73 (49-0-24 67.12%),5 (0.07),←,
44,"Wilmot, Darcy",19y 83d,5 (3-0-2 60.00%),1 (0.20),←,
15,"Zorko, Dayne",34y 43d,231 (102-0-129 44.16%),218 (0.94),←,
Totals,Totals,26y 169d,2599 (1395-5-1199 53.67%),2268 (0.87),,
C,"Fagan, Chris",61y 274d,138 (74-0-64 53.62%),,←,
