Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",13,3,4,17,2,,,,,,,,,,,,,,,,,,
10,"Ashcroft, Marcus",11,2,11,22,,1.0,,4.0,,,,,,3.0,,,,,,,,,
17,"Bartlett, Trent",1,2,2,3,,,,,,,,,,,,,,,,,,,
25,"Bews, Andrew",6,1,3,9,,,,3.0,,,,,1.0,3.0,,,,,,,,,
1,"Champion, Richard",4,2,1,5,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
16,"Clarke, Matthew",6,3,8,14,,,19.0,3.0,,,,,3.0,3.0,,,,,,,,,
14,"Dickfos, Danny",2,1,5,7,,,,1.0,,,,,,1.0,,,,,,,,,
6,"Fletcher, Adrian",16,6,4,20,1,1.0,,3.0,,,,,,,2.0,,,,,,,,
8,"Gowers, Andrew",8,3,4,12,1,,,5.0,,,,,,1.0,,,,,,,,,
27,"Keating, Clark",6,6,2,8,2,,2.0,1.0,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",10,2,1,11,,,1.0,2.0,,,,,1.0,,,,,,,,,,
18,"Lambert, Craig",15,1,16,31,,,,3.0,,,,,3.0,3.0,3.0,,,,,,,,
44,"Lappin, Nigel",10,3,3,13,1,1.0,,,,,,,1.0,2.0,,,,,,,,,
23,"Leppitsch, Justin",6,4,3,9,3,,,4.0,,,,,,1.0,,,,,,,,,
42,"Lynch, Tristan",2,,3,5,,,,3.0,,,,,1.0,,,,,,,,,,
2,"McAdam, Gilbert",5,2,2,7,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
7,"McIvor, Scott",5,6,9,14,1,,,,,,,,,,,,,,,,,,
24,"Merrett, Roger",4,1,3,7,2,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
22,"Scott, Chris",14,1,7,21,,,,1.0,,,,,1.0,1.0,,,,,,,,,
3,"Voss, Michael",16,5,13,29,,,,2.0,,,,,3.0,1.0,,,,,,,,,
33,"White, Darryl",9,3,5,14,1,,,4.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,57,109,278,15,8.0,23.0,42.0,,,,,17.0,21.0,5.0,,,,,,,,
Opposition,Opposition,179,68,104,283,14,14.0,16.0,26.0,,,,,21.0,17.0,1.0,,,,,,,,
