Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",,,3,3,,,,,,,,,,,,2.0,1.0,,,,,,19.0
46,"Begley, Colm",11,2,10,21,,,,,3.0,,,,1.0,,,5.0,17.0,,,2.0,2.0,,90.0
20,"Black, Simon",17,3,13,30,,,,3.0,4.0,6.0,6.0,6.0,1.0,1.0,2.0,12.0,19.0,,,,3.0,,88.0
36,"Bradshaw, Daniel",7,2,3,10,3,,,1.0,,3.0,,3.0,1.0,,,4.0,6.0,1.0,2.0,1.0,,,89.0
17,"Brennan, Jared",12,4,4,16,,2.0,,6.0,2.0,3.0,1.0,4.0,1.0,,,7.0,9.0,,1.0,2.0,4.0,,81.0
16,"Brown, Jonathan",9,5,6,15,6,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,2.0,4.0,2.0,4.0,,96.0
19,"Charman, Jamie",6,6,6,12,1,1.0,17.0,2.0,2.0,1.0,2.0,6.0,1.0,4.0,,4.0,7.0,1.0,2.0,1.0,,,87.0
30,"Copeland, Robert",6,4,3,9,,,,1.0,,3.0,,7.0,2.0,2.0,,3.0,5.0,,1.0,1.0,,,80.0
18,"Corrie, Anthony",6,,5,11,,2.0,,1.0,1.0,3.0,3.0,5.0,1.0,2.0,,3.0,8.0,,,2.0,9.0,,70.0
39,"Drummond, Josh",12,6,5,17,1,,,1.0,5.0,6.0,,2.0,1.0,1.0,,5.0,12.0,,,7.0,7.0,,87.0
33,"Hooper, Rhan",3,1,2,5,,,,6.0,,2.0,,1.0,,1.0,,1.0,4.0,,,1.0,1.0,,93.0
4,"Johnstone, Travis",18,4,2,20,,,,5.0,4.0,3.0,,3.0,,1.0,,4.0,16.0,,,,1.0,2.0,67.0
44,"Lappin, Nigel",8,3,15,23,,1.0,,8.0,5.0,1.0,2.0,1.0,1.0,2.0,,8.0,15.0,1.0,,1.0,2.0,,92.0
23,"Leuenberger, Matthew",4,3,3,7,,1.0,10.0,2.0,1.0,1.0,,4.0,,2.0,,,7.0,,1.0,1.0,2.0,,67.0
26,"Macdonald, Joel",9,5,10,19,,,,1.0,4.0,2.0,,6.0,1.0,3.0,,7.0,12.0,,,3.0,,2.0,96.0
21,"Merrett, Daniel",7,5,5,12,,,,2.0,4.0,,,,2.0,,,5.0,8.0,,,5.0,1.0,,100.0
8,"Notting, Tim",3,2,8,11,,,,3.0,,1.0,1.0,5.0,,3.0,,5.0,6.0,,,3.0,1.0,1.0,84.0
24,"Patfull, Joel",6,2,3,9,,,,3.0,4.0,,,2.0,1.0,2.0,,4.0,5.0,,,5.0,1.0,1.0,100.0
6,"Power, Luke",6,1,18,24,,1.0,,9.0,1.0,3.0,2.0,3.0,1.0,2.0,,10.0,13.0,,,3.0,2.0,1.0,89.0
35,"Rischitelli, Michael",5,1,3,8,,,,3.0,1.0,1.0,,3.0,,1.0,,3.0,4.0,,,1.0,,,76.0
28,"Selwood, Troy",5,7,11,16,,,,4.0,1.0,,,,,,,3.0,13.0,,,3.0,,,79.0
32,"Stiller, Cheynee",3,3,11,14,,,,4.0,3.0,3.0,1.0,3.0,1.0,1.0,,9.0,6.0,,,2.0,2.0,,70.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,163,69,149,312,11,10.0,28.0,66.0,45.0,43.0,19.0,65.0,17.0,29.0,3.0,113.0,199.0,5.0,11.0,46.0,42.0,7.0,
Opposition,Opposition,212,96,214,426,14,8.0,35.0,57.0,33.0,54.0,36.0,49.0,29.0,17.0,3.0,145.0,277.0,12.0,6.0,37.0,19.0,5.0,
