Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",27y 72d,173 (115-0-58 66.47%),105 (0.61),←,
26,"Bell, Peter",24y 95d,113 (77-0-36 68.14%),109 (0.96),111 (77-0-34 69.37%),107 (0.96)
12,"Blakey, John",33y 316d,312 (169-0-143 54.17%),99 (0.32),177 (117-0-60 66.10%),61 (0.34)
22,"Burton, Matthew",30y 16d,81 (28-0-53 34.57%),37 (0.46),11 (6-0-5 54.55%),5 (0.45)
17,"Calthorpe, David",26y 292d,112 (65-2-45 58.93%),70 (0.63),11 (7-0-4 63.64%),10 (0.91)
16,"Capuano, Mathew",24y 276d,75 (56-0-19 74.67%),20 (0.27),←,
18,"Carey, Wayne",29y 8d,218 (138-0-80 63.30%),599 (2.75),←,
23,"Clayton, Shane",21y 224d,56 (30-0-26 53.57%),16 (0.29),38 (28-0-10 73.68%),15 (0.39)
6,"Grant, Shannon",23y 46d,120 (77-1-42 64.58%),137 (1.14),62 (45-0-17 72.58%),99 (1.60)
29,"Harvey, Brent",22y 21d,77 (54-0-23 70.13%),87 (1.13),←,
34,"King, David",28y 89d,145 (98-0-47 67.59%),56 (0.39),←,
27,"Lange, Adam",21y 144d,16 (10-0-6 62.50%),15 (0.94),←,
35,"Makepeace, Troy",21y 90d,10 (7-0-3 70.00%),4 (0.40),←,
4,"Martyn, Mick",31y 278d,252 (151-1-100 60.12%),15 (0.06),←,
5,"McCartney, Jason",26y 82d,133 (76-0-57 57.14%),52 (0.39),58 (42-0-16 72.41%),4 (0.07)
31,"McKernan, Corey",26y 168d,150 (104-0-46 69.33%),179 (1.19),←,
44,"Motlop, Shannon",21y 291d,18 (13-0-5 72.22%),14 (0.78),←,
28,"Pickett, Byron",22y 298d,64 (46-0-18 71.88%),2 (0.03),←,
13,"Pike, Martin",27y 203d,133 (65-0-68 48.87%),59 (0.44),73 (53-0-20 72.60%),19 (0.26)
3,"Rawlings, Brady",18y 360d,18 (15-0-3 83.33%),5 (0.28),←,
7,"Simpson, Adam",24y 109d,103 (75-0-28 72.82%),37 (0.36),←,
25,"Spaull, John",22y 289d,1 (0-0-1 0.00%),1 (1.00),←,
Totals,Totals,25y 105d,2380 (1469-4-907 61.72%),1718 (0.72),,
C,"Pagan, Denis",52y 254d,183 (122-0-61 66.67%),,←,
