Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",11,1,9,20,2,,,3.0,1.0,10.0,7.0,3.0,,1.0,,9.0,11.0,1.0,,7.0,,1.0,73.0
12,"Cordy, Zaine",3,,3,6,,,,1.0,2.0,1.0,,2.0,1.0,1.0,,4.0,3.0,,,8.0,,,98.0
31,"Dale, Bailey",18,3,6,24,,,,,8.0,,1.0,5.0,,2.0,,5.0,14.0,,,3.0,,,83.0
35,"Daniel, Caleb",16,4,6,22,,,,,7.0,3.0,2.0,3.0,,,,9.0,10.0,1.0,,,1.0,,80.0
5,"Dunkley, Josh",11,4,11,22,,,,8.0,1.0,2.0,4.0,2.0,2.0,,,14.0,10.0,1.0,,3.0,,1.0,78.0
15,"Duryea, Taylor",8,5,5,13,,,,,2.0,1.0,,,,,,3.0,10.0,,,5.0,,,74.0
44,"English, Tim",6,2,7,13,,,11.0,2.0,,2.0,4.0,2.0,2.0,1.0,,7.0,6.0,,,,3.0,1.0,83.0
43,"Gardner, Ryan",6,2,1,7,,,,1.0,2.0,,,4.0,1.0,1.0,,4.0,4.0,1.0,,8.0,,,100.0
29,"Hannan, Mitch",13,5,1,14,3,2.0,,3.0,1.0,4.0,,3.0,,2.0,,7.0,6.0,2.0,2.0,,,1.0,84.0
7,"Hunter, Lachie",16,6,6,22,,1.0,,2.0,,8.0,3.0,1.0,1.0,,,7.0,15.0,,,3.0,,1.0,87.0
39,"Johannisen, Jason",8,4,5,13,1,1.0,,,,4.0,,2.0,,,,6.0,7.0,2.0,1.0,3.0,,,80.0
21,"Liberatore, Tom",8,3,11,19,,,,2.0,4.0,2.0,4.0,3.0,1.0,1.0,,12.0,8.0,,,3.0,,2.0,75.0
11,"Macrae, Jack",22,3,14,36,,,,6.0,2.0,7.0,4.0,8.0,2.0,2.0,,14.0,23.0,,,1.0,,,84.0
8,"Martin, Stefan",3,1,6,9,,,13.0,3.0,,,3.0,5.0,1.0,5.0,,7.0,3.0,,,3.0,,,68.0
33,"Naughton, Aaron",8,9,3,11,2,2.0,,1.0,,,,1.0,,,,7.0,4.0,6.0,4.0,1.0,,1.0,84.0
13,"Schache, Josh",7,6,3,10,1,3.0,,4.0,,,,,,,,4.0,6.0,1.0,5.0,4.0,,1.0,82.0
28 ↑,"Scott, Anthony",2,1,2,4,1,,,,,,,1.0,,1.0,,1.0,4.0,,,,,,19.0
6,"Smith, Bailey",16,1,7,23,4,,,3.0,2.0,6.0,3.0,2.0,1.0,1.0,,11.0,11.0,,,1.0,,,84.0
37,"Smith, Roarke",9,2,6,15,1,1.0,,2.0,2.0,1.0,1.0,3.0,,,,8.0,6.0,1.0,1.0,3.0,,,81.0
1,"Treloar, Adam",13,2,10,23,1,2.0,,9.0,2.0,4.0,5.0,5.0,2.0,2.0,,11.0,12.0,,,,5.0,2.0,79.0
23 ↓,"Vandermeer, Laitham",2,2,4,6,1,,,2.0,,2.0,,1.0,,1.0,,6.0,1.0,1.0,1.0,1.0,,1.0,59.0
34,"Williams, Bailey",16,8,3,19,,,,4.0,1.0,2.0,,2.0,1.0,1.0,,7.0,14.0,1.0,,3.0,1.0,,87.0
10,"Wood, Easton",12,4,4,16,,,,2.0,3.0,1.0,,4.0,1.0,,,3.0,11.0,,,3.0,,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,234,78,133,367,17,14.0,24.0,58.0,40.0,60.0,41.0,62.0,16.0,22.0,,166.0,199.0,18.0,14.0,63.0,10.0,12.0,
Opposition,Opposition,209,85,160,369,6,9.0,49.0,72.0,41.0,48.0,35.0,70.0,22.0,16.0,,136.0,222.0,11.0,9.0,51.0,3.0,4.0,
