Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Boekhorst, Blaine",13,4,5,18,1,,,3.0,3.0,,2.0,1.0,1.0,1.0,,6.0,11.0,,1.0,1.0,,,72.0
41,"Casboult, Levi",10,8,3,13,,3.0,8.0,1.0,,3.0,1.0,5.0,,1.0,,7.0,6.0,4.0,3.0,3.0,,1.0,91.0
9,"Cripps, Patrick",10,4,17,27,,,,7.0,6.0,3.0,10.0,2.0,,1.0,,15.0,11.0,,,1.0,,1.0,92.0
28,"Cuningham, David",7,3,3,10,,,,7.0,,4.0,,2.0,,,,2.0,8.0,,,,,,70.0
30,"Curnow, Charlie",9,3,6,15,1,2.0,,3.0,,1.0,,3.0,2.0,2.0,,6.0,8.0,1.0,1.0,,,2.0,79.0
35,"Curnow, Ed",11,1,10,21,1,,,2.0,1.0,1.0,5.0,5.0,,2.0,,13.0,7.0,1.0,,1.0,,,85.0
15,"Docherty, Sam",22,9,8,30,,,,9.0,2.0,5.0,,3.0,1.0,1.0,2.0,4.0,26.0,,,7.0,1.0,,93.0
25,"Fisher, Zac",3,,8,11,,,,5.0,1.0,2.0,4.0,2.0,,,,8.0,3.0,,,2.0,,,66.0
4,"Gibbs, Bryce",31,8,12,43,2,,,10.0,2.0,7.0,7.0,1.0,4.0,1.0,3.0,14.0,28.0,,1.0,2.0,,2.0,87.0
14,"Jones, Liam",11,6,1,12,,,,2.0,2.0,,,3.0,2.0,2.0,,5.0,7.0,1.0,,12.0,,,100.0
8,"Kreuzer, Matthew",11,3,7,18,,,30.0,6.0,1.0,5.0,6.0,2.0,2.0,,,11.0,6.0,1.0,,9.0,,1.0,89.0
13,"Lamb, Jed",11,4,6,17,1,1.0,,5.0,,3.0,,3.0,2.0,2.0,,7.0,11.0,1.0,1.0,1.0,,,87.0
22,"Marchbank, Caleb",12,6,3,15,,,,2.0,1.0,1.0,,2.0,,1.0,,4.0,11.0,1.0,,5.0,,,89.0
3,"Murphy, Marc",12,6,19,31,,,,3.0,,5.0,1.0,3.0,,,,11.0,21.0,,,1.0,1.0,,87.0
5,"Petrevski-Seton, Sam",7,4,8,15,1,,,2.0,1.0,1.0,1.0,2.0,1.0,,,6.0,9.0,,,,,,66.0
20,"Plowman, Lachie",7,4,8,15,,,,2.0,1.0,1.0,,2.0,,1.0,,8.0,8.0,,,4.0,,,93.0
1,"Silvagni, Jack",12,6,1,13,2,2.0,,2.0,,5.0,,,2.0,,,3.0,9.0,,2.0,2.0,,,71.0
6,"Simpson, Kade",26,15,7,33,,,,,6.0,2.0,,4.0,,,1.0,11.0,22.0,1.0,,2.0,1.0,1.0,96.0
39,"Thomas, Dale",9,5,8,17,2,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,9.0,8.0,1.0,2.0,1.0,,1.0,70.0
23,"Weitering, Jacob",7,2,4,11,,,,,2.0,,,1.0,,,,5.0,7.0,1.0,,3.0,,,83.0
31,"Williamson, Tom",3,2,4,7,,,,2.0,,1.0,,3.0,,1.0,,1.0,6.0,,,3.0,,,55.0
46,"Wright, Matthew",11,1,4,15,1,1.0,,4.0,1.0,3.0,1.0,3.0,3.0,2.0,,7.0,9.0,,,2.0,,1.0,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,255,104,152,407,12,11.0,38.0,80.0,31.0,54.0,39.0,53.0,21.0,18.0,6.0,163.0,242.0,13.0,11.0,62.0,3.0,10.0,
Opposition,Opposition,178,51,134,312,11,7.0,42.0,77.0,36.0,44.0,32.0,53.0,18.0,21.0,,137.0,177.0,6.0,6.0,48.0,5.0,9.0,
