Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Biddiscombe, Craig",6,,1.0,7,,,1.0,3.0,,1.0,1.0,1.0,,1.0,,6,1,,,,,,
30,"Bourke, David",7,1.0,3.0,10,,,,,,5.0,2.0,1.0,2.0,2.0,,7,3,,,,,,
11,"Bowden, Joel",9,2.0,8.0,17,1.0,,,1.0,8.0,1.0,3.0,1.0,1.0,,,7,10,,,1.0,,,
17,"Broderick, Paul",13,,6.0,19,,1.0,,4.0,2.0,3.0,8.0,5.0,1.0,1.0,,7,10,,,4.0,1.0,,
9,"Campbell, Wayne",11,2.0,1.0,12,3.0,,1.0,,2.0,4.0,1.0,,1.0,1.0,,4,5,1.0,1.0,1.0,,,
10,"Daffy, Nick",31,2.0,5.0,36,1.0,2.0,,,4.0,8.0,5.0,5.0,1.0,3.0,3.0,17,16,,,,2.0,,
25,"Gale, Brendon",11,5.0,1.0,12,,,24.0,,1.0,1.0,4.0,2.0,2.0,1.0,,8,4,2.0,,3.0,,,
2,"Gaspar, Darren",4,,4.0,8,,,,,,,3.0,2.0,,1.0,,6,1,,,3.0,,,
20,"Harrison, Ben",13,2.0,6.0,19,,,,,1.0,1.0,3.0,1.0,,1.0,,6,12,,,,,,
1,"Hilton, Rory",2,,2.0,4,,,,,,,1.0,1.0,1.0,,,2,1,,,1.0,,,
16,"Holland, Ben",4,1.0,1.0,5,2.0,,3.0,,,,3.0,,1.0,,,5,1,1.0,1.0,1.0,,,
43,"Hollands, Ben",5,1.0,1.0,6,1.0,,,,1.0,2.0,4.0,1.0,1.0,,,3,2,,1.0,1.0,,,
39,"Kellaway, Andrew",3,2.0,8.0,11,,,,,1.0,,,1.0,,,,6,5,1.0,,1.0,,,
3,"Kellaway, Duncan",11,2.0,3.0,14,,,,3.0,2.0,1.0,,3.0,1.0,,,7,7,,,,,,
33,"Knights, Matthew",11,4.0,15.0,26,,,,6.0,1.0,,8.0,3.0,3.0,,1.0,17,9,,,3.0,,,
5,"Ottens, Brad",3,2.0,1.0,4,,,10.0,1.0,2.0,,,1.0,1.0,,,3,1,2.0,,,,,
13,"Powell, Robert",11,1.0,2.0,13,,,,,8.0,,2.0,3.0,2.0,1.0,,6,4,,,,2.0,,
40,"Proctor, Lionel",4,1.0,,4,,,,1.0,1.0,1.0,1.0,,1.0,,,1,1,,,,,,
12,"Richardson, Matthew",12,6.0,5.0,17,3.0,1.0,,,,5.0,,4.0,1.0,4.0,,8,10,3.0,4.0,5.0,,,
4,"Rogers, Matthew",14,2.0,2.0,16,,1.0,,2.0,,7.0,4.0,,,1.0,,3,10,,,4.0,,,
26,"Sampson, Clay",5,1.0,,5,1.0,1.0,,2.0,,1.0,,,,,,4,2,,1.0,1.0,,,
41,"Turner, Scott",3,,1.0,4,,,,,1.0,,,2.0,,2.0,,2,2,,,,,,
Totals,Totals,193,37.0,76.0,269,12.0,6.0,39.0,23.0,35.0,41.0,53.0,37.0,20.0,19.0,4.0,135,117,10.0,8.0,29.0,5.0,,
Opposition,Opposition,181,37.0,86.0,267,9.0,13.0,42.0,18.0,24.0,56.0,48.0,32.0,19.0,20.0,2.0,141,121,4.0,7.0,26.0,3.0,,
