North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
15,"Ahern, Paul",23y 1d,17 (9-0-8 52.94%),5 (0.29),←,
50,"Brown, Ben",26y 255d,118 (62-0-56 52.54%),267 (2.26),←,
10,"Cunnington, Ben",28y 33d,206 (106-0-100 51.46%),84 (0.41),←,
9,"Davies-Uniacke, Luke",20y 55d,21 (9-0-12 42.86%),5 (0.24),←,
14,"Dumont, Trent",24y 33d,79 (31-0-48 39.24%),23 (0.29),←,
24,"Durdin, Sam",23y 57d,17 (7-0-10 41.18%),1 (0.06),←,
6,"Garner, Taylor",25y 206d,40 (18-0-22 45.00%),26 (0.65),←,
22,"Goldstein, Todd",31y 32d,231 (117-1-113 50.87%),117 (0.51),←,
4,"Higgins, Shaun",31y 151d,217 (103-1-113 47.70%),217 (1.00),88 (45-0-43 51.14%),89 (1.01)
20,"Larkey, Nick",21y 57d,16 (7-0-9 43.75%),20 (1.25),←,
34,"Macmillan, Jamie",27y 313d,154 (78-0-76 50.65%),45 (0.29),←,
17,"Pittard, Jasper",28y 123d,145 (74-0-71 51.03%),12 (0.08),19 (8-0-11 42.11%),1 (0.05)
13,"Polec, Jared",26y 294d,125 (67-0-58 53.60%),68 (0.54),19 (8-0-11 42.11%),13 (0.68)
12,"Simpkin, Jy",21y 150d,53 (23-0-30 43.40%),26 (0.49),←,
25,"Tarrant, Robbie",30y 99d,145 (70-0-75 48.28%),44 (0.30),←,
26,"Thomas, Tarryn",19y 130d,17 (8-0-9 47.06%),16 (0.94),←,
16,"Thompson, Scott",33y 85d,238 (116-2-120 49.16%),7 (0.03),←,
28,"Turner, Kayne",23y 214d,76 (39-0-37 51.32%),53 (0.70),←,
2,"Williams, Marley",26y 11d,117 (59-0-58 50.43%),10 (0.09),49 (23-0-26 46.94%),4 (0.08)
32,"Wood, Mason",25y 323d,55 (28-0-27 50.91%),72 (1.31),←,
7,"Ziebell, Jack",28y 155d,207 (100-0-107 48.31%),159 (0.77),←,
44,"Zurhaar, Cameron",21y 72d,25 (11-0-14 44.00%),29 (1.16),←,
Totals,Totals,25y 279d,2319 (1142-4-1173 49.25%),1306 (0.56),,
C,"Shaw, Rhyce",37y 290d,9 (5-0-4 55.56%),,←,
