North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",23y 223d,114 (66-0-48 57.89%),15 (0.13),←,
50,"Brown, Ben",23y 155d,38 (29-0-9 76.32%),62 (1.63),←,
10,"Cunnington, Ben",24y 298d,128 (73-0-55 57.03%),55 (0.43),←,
15,"Dal Santo, Nick",32y 61d,305 (177-5-123 58.85%),153 (0.50),45 (32-0-13 71.11%),13 (0.29)
11,"Firrito, Michael",32y 148d,258 (134-2-122 52.33%),29 (0.11),←,
43,"Gibson, Sam",29y 332d,90 (56-0-34 62.22%),41 (0.46),←,
22,"Goldstein, Todd",27y 297d,154 (86-1-67 56.17%),79 (0.51),←,
29,"Harvey, Brent",37y 345d,414 (228-3-183 55.43%),494 (1.19),←,
4,"Higgins, Shaun",28y 50d,158 (78-1-79 49.68%),173 (1.09),29 (20-0-9 68.97%),45 (1.55)
5,"Jacobs, Ben",24y 105d,74 (35-0-39 47.30%),9 (0.12),48 (30-0-18 62.50%),4 (0.08)
34,"Macmillan, Jamie",24y 213d,86 (50-0-36 58.14%),36 (0.42),←,
21,"McDonald, Luke",21y 74d,42 (28-0-14 66.67%),1 (0.02),←,
20,"Petrie, Drew",33y 191d,298 (152-3-143 51.51%),408 (1.37),←,
9,"Swallow, Andrew",28y 326d,191 (100-1-90 52.62%),76 (0.40),←,
25,"Tarrant, Robbie",26y 364d,66 (37-0-29 56.06%),41 (0.62),←,
12,"Thomas, Lindsay",28y 55d,179 (92-2-85 51.96%),287 (1.60),←,
16,"Thompson, Scott",29y 350d,164 (83-2-79 51.22%),6 (0.04),←,
40,"Turner, Kayne",20y 114d,20 (13-0-7 65.00%),16 (0.80),←,
30,"Waite, Jarrad",33y 79d,212 (86-4-122 41.51%),312 (1.47),28 (20-0-8 71.43%),60 (2.14)
8,"Wells, Daniel",31y 80d,229 (120-2-107 52.84%),145 (0.63),←,
19,"Wright, Sam",25y 283d,113 (64-0-49 56.64%),56 (0.50),←,
7,"Ziebell, Jack",25y 55d,129 (68-0-61 52.71%),78 (0.60),←,
Totals,Totals,27y 324d,3462 (1855-26-1581 53.58%),2572 (0.74),,
C,"Scott, Brad",39y 356d,140 (79-0-61 56.43%),,←,
