Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Amon, Karl",27y 275d,134 (75-0-59 55.97%),60 (0.45),10 (2-0-8 20.00%),5 (0.50)
36,"Blanck, James",22y 182d,13 (5-0-8 38.46%),,←,
16,"Bramble, Lachlan",25y 32d,25 (7-2-16 32.00%),2 (0.08),←,
22,"Breust, Luke",32y 191d,269 (165-2-102 61.71%),496 (1.84),←,
33,"Brockman, Tyler",20y 180d,18 (6-2-10 38.89%),18 (1.00),←,
30,"Butler, Sam",20y 100d,12 (3-0-9 25.00%),8 (0.67),←,
12,"Day, Will",21y 350d,41 (11-0-30 26.83%),6 (0.15),←,
8,"Frost, Sam",29y 266d,151 (54-2-95 36.42%),9 (0.06),60 (18-2-40 31.67%),1 (0.02)
15,"Hardwick, Blake",26y 105d,134 (58-2-74 44.03%),8 (0.06),←,
4,"Impey, Jarman",27y 316d,160 (75-0-85 46.88%),58 (0.36),85 (35-0-50 41.18%),24 (0.28)
23,"Koschitzke, Jacob",22y 314d,40 (12-2-26 32.50%),47 (1.17),←,
2,"Lewis, Mitch",24y 219d,55 (20-2-33 38.18%),94 (1.71),←,
31,"Macdonald, Connor",20y 128d,28 (9-0-19 32.14%),12 (0.43),←,
28,"Mackenzie, Cam",19y 120d,8 (2-0-6 25.00%),3 (0.38),←,
17,"Meek, Lloyd",25y 29d,23 (11-0-12 47.83%),5 (0.22),8 (2-0-6 25.00%),2 (0.25)
40,"Mitchell, Seamus",20y 322d,6 (1-0-5 16.67%),,←,
13,"Moore, Dylan",23y 290d,62 (19-1-42 31.45%),62 (1.00),←,
11,"Nash, Conor",24y 297d,60 (24-1-35 40.83%),16 (0.27),←,
3,"Newcombe, Jai",21y 292d,39 (13-2-24 35.90%),16 (0.41),←,
7,"Reeves, Ned",24y 202d,26 (9-1-16 36.54%),9 (0.35),←,
6,"Sicily, James",28y 135d,125 (60-1-64 48.40%),61 (0.49),←,
37,"Weddle, Josh",18y 361d,4 (1-0-3 25.00%),3 (0.75),←,
5,"Worpel, James",24y 117d,89 (34-2-53 39.33%),34 (0.38),←,
Totals,Totals,24y 35d,1522 (674-22-826 44.28%),1027 (0.67),,
C,"Mitchell, Sam",40y 221d,32 (10-0-22 31.25%),,←,
