Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 139d,75 (33-2-40 45.33%),44 (0.59),←,
50,"Ballantyne, Jon",22y 286d,11 (5-0-6 45.45%),27 (2.45),←,
35,"Baxter, Darren",27y 52d,111 (51-3-57 47.30%),19 (0.17),←,
18,"Cameron, Leon",19y 251d,40 (19-1-20 48.75%),18 (0.45),←,
6,"Campbell, Tony",24y 271d,82 (44-0-38 53.66%),61 (0.74),7 (5-0-2 71.43%),
20,"Coleman, Glenn",31y 97d,172 (92-2-78 54.07%),95 (0.55),47 (24-1-22 52.13%),31 (0.66)
26,"Del-Re, Danny",24y 88d,27 (14-1-12 53.70%),45 (1.67),←,
32,"Foster, Peter",31y 343d,157 (82-3-72 53.18%),56 (0.36),150 (79-3-68 53.67%),54 (0.36)
29,"Grant, Chris",19y 149d,42 (22-1-19 53.57%),84 (2.00),←,
7,"Hawkins, Doug",32y 5d,272 (111-4-157 41.54%),181 (0.67),←,
21,"Kolyniuk, Steven",21y 310d,50 (25-1-24 51.00%),65 (1.30),←,
39,"Liberatore, Tony",26y 89d,66 (36-1-29 55.30%),41 (0.62),←,
27,"Macpherson, Stephen",27y 160d,145 (69-3-73 48.62%),136 (0.94),←,
25,"Mansfield, Matthew",22y 321d,9 (5-0-4 55.56%),2 (0.22),←,
5,"Moloney, Troy",25y 358d,35 (15-1-19 44.29%),4 (0.11),←,
31,"Smith, Rohan",18y 345d,7 (5-0-2 71.43%),5 (0.71),←,
17,"Standfield, Barry",22y 87d,14 (7-0-7 50.00%),,←,
8,"Toohey, Bernard",29y 82d,230 (115-1-114 50.22%),112 (0.49),7 (5-0-2 71.43%),1 (0.14)
24,"Wallis, Stephen",27y 196d,184 (95-2-87 52.17%),42 (0.23),←,
15,"Wynd, Scott",22y 106d,62 (28-1-33 45.97%),11 (0.18),←,
Totals,Totals,25y 22d,1791 (873-27-891 48.74%),1048 (0.59),,
C,"Wheeler, Terry",37y 58d,51 (26-1-24 51.96%),,←,
