North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Atley, Shaun",13,6,6,19,,,,1.0,5.0,5.0,1.0,,1.0,,,3.0,16.0,,,,3.0,1.0,86.0
50,"Brown, Ben",5,4,5,10,1,1.0,3.0,1.0,,,,1.0,1.0,,,5.0,5.0,1.0,3.0,,,,86.0
10,"Cunnington, Ben",8,4,12,20,,1.0,,6.0,2.0,2.0,8.0,1.0,,1.0,,11.0,9.0,,1.0,,,1.0,74.0
15,"Dal Santo, Nick",11,,13,24,,,2.0,5.0,3.0,4.0,11.0,5.0,,2.0,,15.0,8.0,,,,1.0,1.0,83.0
11,"Firrito, Michael",5,1,5,10,,,,4.0,1.0,1.0,1.0,4.0,,2.0,,5.0,5.0,,,3.0,,,85.0
27 ↓,"Garner, Taylor",5,3,2,7,1,,,2.0,,2.0,,,,,,3.0,4.0,,,1.0,1.0,,56.0
43,"Gibson, Sam",11,2,10,21,1,,,4.0,,1.0,2.0,,1.0,,,9.0,11.0,,1.0,1.0,,,96.0
22,"Goldstein, Todd",5,4,7,12,,,41.0,3.0,,1.0,1.0,4.0,2.0,1.0,,10.0,3.0,3.0,,3.0,,1.0,89.0
6,"Hansen, Lachlan",8,3,5,13,,,,1.0,2.0,1.0,1.0,4.0,,2.0,,3.0,9.0,1.0,,4.0,,,83.0
29,"Harvey, Brent",15,1,11,26,,1.0,,2.0,,6.0,2.0,3.0,1.0,1.0,,11.0,15.0,,,,5.0,2.0,96.0
4,"Higgins, Shaun",10,2,7,17,2,1.0,,5.0,,4.0,4.0,4.0,1.0,1.0,,8.0,11.0,,,,,,88.0
5,"Jacobs, Ben",3,,4,7,,,,3.0,,,2.0,2.0,2.0,2.0,,5.0,3.0,,,,,,79.0
34,"Macmillan, Jamie",6,4,5,11,,1.0,,4.0,3.0,1.0,,,1.0,,,3.0,7.0,,1.0,2.0,,,81.0
20,"Petrie, Drew",11,6,1,12,,2.0,,4.0,1.0,3.0,,3.0,,2.0,,4.0,9.0,1.0,2.0,5.0,,,90.0
9,"Swallow, Andrew",14,2,11,25,,,,7.0,2.0,3.0,9.0,5.0,4.0,1.0,,17.0,7.0,,,3.0,,,82.0
25,"Tarrant, Robbie",4,2,9,13,,,,1.0,4.0,1.0,1.0,5.0,,1.0,,4.0,9.0,,,7.0,,,88.0
12 ↑,"Thomas, Lindsay",2,,,2,,,,1.0,,1.0,,1.0,,1.0,,,3.0,,,1.0,,,29.0
16,"Thompson, Scott",5,4,9,14,,,,2.0,1.0,2.0,1.0,2.0,,2.0,,6.0,8.0,,,2.0,,,100.0
40,"Turner, Kayne",10,2,6,16,1,,,2.0,2.0,2.0,,1.0,1.0,,,5.0,11.0,,,1.0,,,76.0
30,"Waite, Jarrad",7,5,4,11,,2.0,,2.0,,1.0,,6.0,1.0,3.0,,5.0,6.0,2.0,2.0,,1.0,,87.0
19,"Wright, Sam",17,7,6,23,,,,6.0,6.0,2.0,1.0,5.0,2.0,1.0,,6.0,14.0,2.0,,1.0,,,92.0
7,"Ziebell, Jack",9,4,7,16,1,,3.0,4.0,3.0,1.0,,4.0,,1.0,,11.0,7.0,1.0,1.0,1.0,1.0,,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,66,145,329,7,13.0,49.0,70.0,35.0,44.0,45.0,60.0,18.0,24.0,,149.0,180.0,11.0,11.0,35.0,12.0,6.0,
Opposition,Opposition,208,79,133,341,10,20.0,44.0,75.0,31.0,52.0,36.0,40.0,24.0,18.0,,133.0,201.0,13.0,13.0,67.0,3.0,6.0,
