Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",23y 134d,89 (29-0-60 32.58%),228 (2.56),←,
3,"Coniglio, Stephen",22y 242d,81 (32-0-49 39.51%),32 (0.40),←,
1,"Davis, Phil",25y 349d,93 (38-0-55 40.86%),6 (0.06),75 (27-0-48 36.00%),5 (0.07)
4,"Greene, Toby",22y 323d,94 (31-0-63 32.98%),71 (0.76),←,
32,"Griffen, Ryan",30y 17d,234 (116-1-117 49.79%),145 (0.62),32 (19-0-13 59.38%),15 (0.47)
19,"Haynes, Nick",24y 87d,58 (22-0-36 37.93%),6 (0.10),←,
17,"Johnson, Steve",33y 40d,272 (191-3-78 70.77%),488 (1.79),19 (13-0-6 68.42%),36 (1.89)
22,"Kelly, Josh",21y 183d,56 (27-0-29 48.21%),34 (0.61),←,
40,"Kennedy, Adam",24y 32d,76 (21-0-55 27.63%),6 (0.08),←,
15,"Kennedy, Matthew",19y 129d,3 (2-0-1 66.67%),3 (1.00),←,
37,"Lobb, Rory",23y 186d,31 (17-0-14 54.84%),32 (1.03),←,
41,"Mumford, Shane",30y 39d,147 (95-2-50 65.31%),47 (0.32),47 (26-0-21 55.32%),8 (0.17)
24,"Patfull, Joel",31y 250d,216 (94-3-119 44.21%),26 (0.12),34 (21-0-13 61.76%),2 (0.06)
12,"Patton, Jonathon",23y 85d,51 (21-0-30 41.18%),60 (1.18),←,
9,"Scully, Tom",25y 90d,123 (43-1-79 35.37%),54 (0.44),92 (30-0-62 32.61%),48 (0.52)
23,"Shaw, Heath",30y 260d,233 (141-2-90 60.94%),38 (0.16),60 (31-0-29 51.67%),1 (0.02)
5,"Shiel, Dylan",23y 157d,83 (28-0-55 33.73%),46 (0.55),←,
10,"Smith, Devon",23y 85d,89 (26-0-63 29.21%),81 (0.91),←,
20,"Tomlinson, Adam",23y 3d,63 (15-0-48 23.81%),18 (0.29),←,
8,"Ward, Callan",26y 125d,163 (65-0-98 39.88%),83 (0.51),103 (33-0-70 32.04%),50 (0.49)
6,"Whitfield, Lachie",22y 26d,68 (25-0-43 36.76%),31 (0.46),←,
29,"Williams, Zac",21y 328d,49 (21-0-28 42.86%),13 (0.27),←,
Totals,Totals,25y 28d,2372 (1100-12-1260 46.37%),1548 (0.65),,
C,"Cameron, Leon",43y 346d,64 (31-0-33 48.44%),,←,
