Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Brown, Gavin",,,1,1,,,,,,,,,,,,1.0,,,,1.0,,,
17,"Burns, Scott",16,6,14,30,1,1.0,1.0,,3.0,7.0,6.0,3.0,1.0,2.0,1.0,12.0,19.0,,,1.0,,,
9,"Freeborn, Glenn",10,1,5,15,3,,,,,2.0,3.0,3.0,,2.0,,7.0,9.0,,1.0,,,,
7,"Gardiner, Michael",4,1,3,7,,,7.0,,,3.0,1.0,,1.0,,,1.0,6.0,,,,,,
43,"Godden, Luke",20,4,3,23,,,,2.0,7.0,4.0,1.0,2.0,4.0,,,7.0,15.0,,,,,,
38,"Jacotine, Craig",2,1,2,4,,,,,,1.0,,,,,,2.0,1.0,,,,,,
40,"King, Clinton",17,4,8,25,,,,,3.0,1.0,4.0,2.0,,2.0,,11.0,14.0,,1.0,,,,
30,"Kinnear, Ben",8,3,6,14,,,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,7.0,7.0,,,1.0,,,
32,"Licuria, Paul",9,5,6,15,1,1.0,,1.0,1.0,2.0,,1.0,,2.0,,7.0,8.0,1.0,2.0,,,,
48,"Michael, Mal",7,6,7,14,,,1.0,,2.0,1.0,2.0,3.0,2.0,,,6.0,8.0,,,4.0,,,
34,"Oborne, Brad",12,3,1,13,3,1.0,,1.0,1.0,4.0,,,1.0,,,6.0,6.0,,1.0,1.0,,,
2,"Orchard, Mark",11,2,3,14,,,,2.0,,2.0,1.0,,1.0,2.0,,6.0,9.0,,,1.0,1.0,,
6,"Patterson, Stephen",9,3,4,13,,1.0,,,1.0,4.0,1.0,3.0,1.0,,,7.0,7.0,,1.0,,,,
35,"Prestigiacomo, Simon",7,2,4,11,,,,,2.0,1.0,,1.0,,,,6.0,6.0,,,1.0,,,
3,"Richardson, Mark",6,2,8,14,,,2.0,1.0,2.0,2.0,1.0,,2.0,1.0,,7.0,7.0,,,1.0,,,
23,"Rocca, Anthony",14,6,2,16,,,,,5.0,,,2.0,1.0,1.0,,6.0,10.0,2.0,,2.0,,,
12,"Schauble, Andrew",1,1,3,4,,,,1.0,,1.0,,1.0,1.0,,,4.0,,1.0,,,,,
44,"Scotland, Heath",6,4,8,14,,,,,2.0,3.0,2.0,2.0,2.0,1.0,,6.0,8.0,,,,,,
13,"Tape, Jamie",7,3,2,9,,,,,3.0,,1.0,2.0,1.0,,,2.0,5.0,,,1.0,,,
20,"Tarrant, Chris",9,3,7,16,,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,,,7.0,9.0,1.0,2.0,1.0,,,
22,"Wild, Jason",8,2,3,11,,1.0,,3.0,1.0,,2.0,,,,,5.0,5.0,,1.0,1.0,,,
10,"Williams, Paul",4,2,1,5,1,,,,1.0,1.0,,1.0,,,,,5.0,,1.0,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,64,101,288,9,8.0,15.0,13.0,37.0,45.0,29.0,30.0,21.0,14.0,1.0,123.0,164.0,5.0,10.0,17.0,1.0,,
Opposition,Opposition,211,88,118,329,13,18.0,54.0,17.0,31.0,63.0,51.0,33.0,14.0,21.0,5.0,113.0,216.0,8.0,13.0,33.0,4.0,,
