Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",19y 194d,12 (4-0-8 33.33%),4 (0.33),←,
12,"Akermanis, Jason",28y 93d,223 (139-4-80 63.23%),278 (1.25),185 (116-3-66 63.51%),234 (1.26)
20,"Black, Simon",26y 55d,158 (107-1-50 68.04%),108 (0.68),←,
36,"Bradshaw, Daniel",26y 188d,147 (90-2-55 61.90%),278 (1.89),144 (87-2-55 61.11%),278 (1.93)
16,"Brown, Jonathan",23y 211d,98 (73-0-25 74.49%),142 (1.45),←,
30,"Copeland, Robert",24y 2d,87 (62-0-25 71.26%),18 (0.21),←,
18,"Corrie, Anthony",20y 340d,15 (5-0-10 33.33%),7 (0.47),←,
39,"Drummond, Josh",22y 39d,3 (1-0-2 33.33%),1 (0.33),←,
2,"Johnson, Chris",28y 363d,232 (115-3-114 50.22%),154 (0.66),173 (108-3-62 63.29%),87 (0.50)
27,"Keating, Clark",29y 70d,124 (81-2-41 66.13%),79 (0.64),110 (71-1-38 65.00%),70 (0.64)
23,"Leppitsch, Justin",29y 239d,219 (130-4-85 60.27%),193 (0.88),175 (108-3-64 62.57%),135 (0.77)
26,"Macdonald, Joel",20y 230d,20 (10-0-10 50.00%),1 (0.05),←,
9,"McGrath, Ashley",22y 8d,60 (37-1-22 62.50%),37 (0.62),←,
21,"Merrett, Daniel",20y 167d,5 (1-0-4 20.00%),3 (0.60),←,
15,"Michael, Mal",27y 338d,168 (96-1-71 57.44%),26 (0.15),107 (75-1-31 70.56%),3 (0.03)
10,"Moody, Matthew",19y 247d,4 (2-0-2 50.00%),3 (0.75),←,
8,"Notting, Tim",26y 219d,122 (83-1-38 68.44%),99 (0.81),←,
13,"Pike, Martin",32y 195d,247 (144-1-102 58.50%),126 (0.51),106 (74-1-31 70.28%),67 (0.63)
5,"Scott, Brad",29y 25d,140 (82-2-56 59.29%),43 (0.31),118 (74-2-42 63.56%),37 (0.31)
28,"Selwood, Troy",21y 27d,8 (2-0-6 25.00%),,←,
29,"Sherman, Justin",18y 122d,7 (2-0-5 28.57%),7 (1.00),←,
3,"Voss, Michael",29y 325d,256 (153-2-101 60.16%),235 (0.92),177 (115-1-61 65.25%),163 (0.92)
Totals,Totals,24y 317d,2355 (1419-24-912 60.25%),1842 (0.78),,
C,"Matthews, Leigh",53y 88d,384 (234-6-144 61.72%),,160 (109-1-50 68.44%),
