Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",22y 172d,85 (19-0-66 22.35%),9 (0.11),←,
43,"Answerth, Noah",19y 299d,6 (4-0-2 66.67%),,←,
23,"Cameron, Charlie",24y 331d,95 (55-1-39 58.42%),124 (1.31),22 (8-0-14 36.36%),37 (1.68)
27,"Gardiner, Darcy",23y 252d,93 (27-0-66 29.03%),4 (0.04),←,
30,"Hipwood, Eric",21y 261d,63 (19-0-44 30.16%),96 (1.52),←,
2,"Hodge, Luke",34y 351d,334 (190-2-142 57.19%),194 (0.58),29 (10-0-19 34.48%),1 (0.03)
1,"Keays, Ben",22y 98d,29 (5-0-24 17.24%),11 (0.38),←,
17,"Lyons, Jarryd",26y 314d,103 (51-0-52 49.51%),52 (0.50),11 (7-0-4 63.64%),3 (0.27)
12,"Martin, Stefan",32y 196d,169 (44-1-124 26.33%),44 (0.26),112 (30-0-82 26.79%),21 (0.19)
36,"Mathieson, Rhys",22y 142d,44 (15-0-29 34.09%),24 (0.55),←,
11,"McCarthy, Lincoln",25y 222d,40 (30-0-10 75.00%),36 (0.90),11 (7-0-4 63.64%),11 (1.00)
6,"McCluggage, Hugh",21y 90d,51 (16-0-35 31.37%),30 (0.59),←,
25,"McStay, Daniel",23y 342d,90 (25-0-65 27.78%),66 (0.73),←,
9,"Neale, Lachie",26y 8d,146 (72-0-74 49.32%),71 (0.49),11 (7-0-4 63.64%),4 (0.36)
16,"Rayner, Cam",19y 223d,33 (12-0-21 36.36%),33 (1.00),←,
10,"Rich, Daniel",28y 359d,194 (64-1-129 33.25%),104 (0.54),←,
18,"Robertson, Nick",23y 363d,71 (13-0-58 18.31%),10 (0.14),←,
5,"Robinson, Mitch",29y 359d,179 (71-1-107 39.94%),101 (0.56),79 (20-0-59 25.32%),43 (0.54)
44,"Smith, Archie",23y 317d,10 (4-0-6 40.00%),4 (0.40),←,
28,"Taylor, Lewis",24y 104d,111 (26-0-85 23.42%),88 (0.79),←,
29,"Witherden, Alex",20y 264d,41 (14-0-27 34.15%),4 (0.10),←,
15,"Zorko, Dayne",30y 112d,155 (49-0-106 31.61%),168 (1.08),←,
Totals,Totals,25y 3d,2142 (825-6-1311 38.52%),1273 (0.59),,
C,"Fagan, Chris",57y 343d,55 (17-0-38 30.91%),,←,
