0,1,2,3,4,5,6
←,"Round: Qualifying Final Venue: M.C.G. Date: Sun, 9-Sep-2007 2:45 PM Attendance: 77630","Round: Qualifying Final Venue: M.C.G. Date: Sun, 9-Sep-2007 2:45 PM Attendance: 77630","Round: Qualifying Final Venue: M.C.G. Date: Sun, 9-Sep-2007 2:45 PM Attendance: 77630","Round: Qualifying Final Venue: M.C.G. Date: Sun, 9-Sep-2007 2:45 PM Attendance: 77630","Round: Qualifying Final Venue: M.C.G. Date: Sun, 9-Sep-2007 2:45 PM Attendance: 77630",→
←,Geelong,3.5.23,10.10.70,16.16.112,23.18.156,→
←,Kangaroos,3.0.18,4.1.25,6.1.37,8.2.50,→
←,Qrt margin,GE by 5,GE by 45,GE by 75,GE by 106,→
←,Qrt scores,GE 23-18,GE 47-7,GE 42-12,GE 44-13,→
←,Field umpires,"Scott Jeffery (128), Scott McLaren (292), Dean Margetts (94)","Scott Jeffery (128), Scott McLaren (292), Dean Margetts (94)","Scott Jeffery (128), Scott McLaren (292), Dean Margetts (94)","Scott Jeffery (128), Scott McLaren (292), Dean Margetts (94)",→
