Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Butts, Jordon",9,3,4,13,,,,1.0,6.0,,,2.0,2.0,2.0,,4,7,,,2.0,,,88.0
12,"Dawson, Jordan",21,4,11,32,,1.0,,9.0,1.0,10.0,7.0,3.0,2.0,1.0,,10,18,,,3.0,1.0,3.0,86.0
39,"Doedee, Tom",17,10,7,24,,,,1.0,6.0,2.0,,,2.0,,,6,18,1.0,,6.0,,,95.0
32,"Fogarty, Darcy",13,10,3,16,5.0,3.0,,,,1.0,,2.0,1.0,,2.0,5,10,3.0,7.0,1.0,,2.0,82.0
20,"Hinge, Mitch",18,7,6,24,,,,,2.0,2.0,1.0,3.0,,2.0,,8,14,1.0,,3.0,,1.0,81.0
1,"Jones, Chayce",18,9,10,28,1.0,,,1.0,4.0,4.0,2.0,5.0,,1.0,,11,18,,1.0,2.0,,2.0,91.0
2,"Keays, Ben",9,5,7,16,3.0,,,3.0,1.0,2.0,1.0,1.0,,1.0,,6,11,,,2.0,,,83.0
29,"Laird, Rory",11,3,26,37,1.0,2.0,,6.0,1.0,2.0,9.0,6.0,1.0,3.0,3.0,18,22,,1.0,2.0,1.0,1.0,85.0
25 ↑,"McHenry, Ned",3,3,1,4,1.0,,,1.0,,1.0,,1.0,,,,1,3,,1.0,,,,23.0
16,"Michalanney, Max",7,3,3,10,,,,4.0,2.0,3.0,,2.0,1.0,1.0,,4,6,,,1.0,,1.0,83.0
30,"Milera, Wayne",14,7,9,23,,,,3.0,2.0,2.0,2.0,1.0,1.0,,,9,15,,,2.0,,,75.0
4,"Murphy, Lachlan",12,3,4,16,,,,3.0,,2.0,2.0,3.0,3.0,,,6,10,,1.0,2.0,1.0,2.0,85.0
28,"Murray, Nick",9,4,4,13,,,,,7.0,,,2.0,1.0,1.0,,4,7,,,12.0,,,97.0
43,"OBrien, Reilly",9,2,8,17,,,41.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,9,6,2.0,,3.0,,,77.0
10,"Pedlar, Luke",6,4,2,8,1.0,1.0,,2.0,,3.0,,1.0,1.0,1.0,,4,6,1.0,2.0,2.0,,,74.0
8,"Rachele, Josh",12,8,10,22,1.0,,,3.0,1.0,3.0,2.0,5.0,1.0,1.0,,10,14,1.0,1.0,1.0,,,77.0
22,"Rankine, Izak",8,1,6,14,1.0,,,5.0,,3.0,1.0,4.0,3.0,2.0,,9,5,,,1.0,,1.0,94.0
38,"Sholl, Lachlan",9,8,7,16,,,,1.0,2.0,1.0,1.0,,1.0,,,4,13,1.0,,1.0,,1.0,85.0
9,"Sloane, Rory",7,4,10,17,,,,7.0,1.0,1.0,3.0,1.0,1.0,,,8,10,1.0,1.0,1.0,,1.0,64.0
33,"Smith, Brodie",14,5,7,21,1.0,,,2.0,4.0,4.0,1.0,1.0,,,,3,17,,,2.0,,,82.0
14 ↓,"Soligo, Jake",3,1,1,4,,,,2.0,2.0,,1.0,3.0,,2.0,,2,2,,,1.0,,,49.0
7,"Thilthorpe, Riley",3,3,5,8,,,10.0,2.0,,1.0,1.0,2.0,,1.0,,6,2,2.0,,1.0,,,65.0
13,"Walker, Taylor",10,9,5,15,3.0,3.0,4.0,,,3.0,,4.0,,1.0,,9,6,6.0,5.0,1.0,,,78.0
Totals,Totals,242,116,156,398,18.0,10.0,55.0,57.0,43.0,51.0,37.0,57.0,22.0,22.0,6.0,156,240,19.0,20.0,52.0,3.0,15.0,
Opposition,Opposition,183,71,137,320,9.0,8.0,29.0,75.0,32.0,53.0,42.0,50.0,22.0,22.0,,130,181,14.0,7.0,47.0,3.0,6.0,
