Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",27y 198d,156 (58-1-97 37.50%),136 (0.87),←,
15,"Anderson, Noah",24y 191d,127 (54-1-72 42.91%),53 (0.42),←,
1,"Andrew, Mac",21y 266d,63 (31-0-32 49.21%),11 (0.17),←,
35,"Budarick, Connor",24y 143d,53 (27-1-25 51.89%),5 (0.09),←,
25,"Collins, Sam",31y 73d,147 (61-1-85 41.84%),,133 (58-1-74 43.98%),
5,"Davies, Alex",23y 162d,38 (20-0-18 52.63%),11 (0.29),←,
50,"Farrar, Jy",28y 263d,40 (19-0-21 47.50%),12 (0.30),←,
8,"Fiorini, Brayden",28y 5d,121 (41-1-79 34.30%),40 (0.33),←,
3,"Flanders, Sam",24y 34d,87 (37-1-49 43.10%),36 (0.41),←,
19,"Humphrey, Bailey",20y 350d,61 (34-0-27 55.74%),47 (0.77),←,
40,"Jeffrey, Joel",23y 168d,51 (28-0-23 54.90%),21 (0.41),←,
34,"King, Ben",25y 51d,118 (47-1-70 40.25%),253 (2.14),←,
22,"Long, Ben",28y 6d,133 (61-1-71 46.24%),100 (0.75),54 (29-0-25 53.70%),69 (1.28)
11,"Miller, Touk",29y 186d,212 (69-2-141 33.02%),71 (0.33),←,
2,"Noble, John",28y 155d,135 (81-3-51 61.11%),11 (0.08),23 (15-0-8 65.22%),3 (0.13)
27,"Powell, Wil",26y 1d,128 (55-1-72 43.36%),16 (0.13),←,
20,"Read, Ethan",20y 51d,23 (14-0-9 60.87%),22 (0.96),←,
17,"Rioli, Daniel",28y 133d,201 (110-4-87 55.72%),117 (0.58),18 (12-0-6 66.67%),8 (0.44)
29,"Rogers, Jake",20y 178d,18 (11-0-7 61.11%),6 (0.33),←,
18,"Rowell, Matt",24y 57d,108 (51-0-57 47.22%),34 (0.31),←,
32,"Uwland, Bodhi",22y 33d,47 (26-0-21 55.32%),1 (0.02),←,
14,"Weller, Lachie",29y 185d,159 (53-1-105 33.65%),50 (0.31),112 (39-1-72 35.27%),33 (0.29)
28,"Witts, Jarrod",32y 348d,203 (78-1-124 38.67%),45 (0.22),163 (60-1-102 37.12%),27 (0.17)
Totals,Totals,25y 284d,2429 (1066-20-1343 43.89%),1098 (0.45),,
C,"Hardwick, Damien",53y 9d,353 (196-6-151 56.37%),,46 (26-0-20 56.52%),
