Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 184d,89 (55-0-34 61.80%),137 (1.54),51 (37-0-14 72.55%),82 (1.61)
11,"Archer, Glenn",27y 7d,166 (110-0-56 66.27%),103 (0.62),←,
26,"Bell, Peter",24y 30d,104 (71-0-33 68.27%),102 (0.98),102 (71-0-31 69.61%),100 (0.98)
12,"Blakey, John",33y 251d,303 (163-0-140 53.80%),97 (0.32),168 (111-0-57 66.07%),59 (0.35)
17,"Calthorpe, David",26y 227d,105 (60-2-43 58.10%),67 (0.64),4 (2-0-2 50.00%),7 (1.75)
16,"Capuano, Mathew",24y 211d,72 (55-0-17 76.39%),19 (0.26),←,
18,"Carey, Wayne",28y 309d,210 (132-0-78 62.86%),571 (2.72),←,
23,"Clayton, Shane",21y 159d,47 (24-0-23 51.06%),16 (0.34),29 (22-0-7 75.86%),15 (0.52)
2,"Colbert, Leigh",24y 298d,106 (63-1-42 59.91%),52 (0.49),1 (1-0-0 100.00%),2 (2.00)
6,"Grant, Shannon",22y 347d,111 (71-1-39 64.41%),126 (1.14),53 (39-0-14 73.58%),88 (1.66)
29,"Harvey, Brent",21y 322d,68 (48-0-20 70.59%),74 (1.09),←,
34,"King, David",28y 24d,136 (92-0-44 67.65%),48 (0.35),←,
20,"Kingsley, Kent",21y 187d,9 (8-0-1 88.89%),9 (1.00),←,
27,"Lange, Adam",21y 79d,9 (5-0-4 55.56%),7 (0.78),←,
35,"Makepeace, Troy",21y 25d,1 (1-0-0 100.00%),,←,
5,"McCartney, Jason",26y 17d,125 (70-0-55 56.00%),51 (0.41),50 (36-0-14 72.00%),3 (0.06)
31,"McKernan, Corey",26y 103d,142 (99-0-43 69.72%),164 (1.15),←,
44,"Motlop, Shannon",21y 226d,11 (9-0-2 81.82%),9 (0.82),←,
28,"Pickett, Byron",22y 233d,55 (40-0-15 72.73%),1 (0.02),←,
13,"Pike, Martin",27y 138d,124 (59-0-65 47.58%),53 (0.43),64 (47-0-17 73.44%),13 (0.20)
3,"Rawlings, Brady",18y 295d,15 (13-0-2 86.67%),4 (0.27),←,
7,"Simpson, Adam",24y 44d,94 (69-0-25 73.40%),36 (0.38),←,
Totals,Totals,24y 202d,2102 (1317-4-781 62.65%),1746 (0.83),,
C,"Pagan, Denis",52y 189d,174 (116-0-58 66.67%),,←,
