Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",11,7,6,17,,1.0,,7.0,1.0,4.0,4.0,,,,,5.0,10.0,,,,3.0,,90.0
20,"Black, Simon",19,3,12,31,,1.0,,3.0,2.0,8.0,5.0,4.0,,1.0,,8.0,22.0,,,3.0,1.0,1.0,81.0
36,"Bradshaw, Daniel",16,15,5,21,,,,,1.0,,,1.0,1.0,,,4.0,16.0,2.0,,2.0,,,100.0
16,"Brown, Jonathan",16,12,5,21,2,3.0,,2.0,,5.0,,1.0,2.0,1.0,,8.0,13.0,3.0,4.0,1.0,,1.0,100.0
19,"Charman, Jamie",8,2,1,9,1,1.0,16.0,1.0,,2.0,4.0,7.0,1.0,4.0,,5.0,6.0,,2.0,1.0,,,66.0
1,"Clark, Mitch",5,3,5,10,1,,,1.0,,1.0,,1.0,,,,7.0,4.0,,1.0,,,,90.0
30,"Copeland, Robert",8,2,1,9,,,,4.0,1.0,,1.0,,2.0,,,2.0,6.0,,,4.0,1.0,,59.0
18,"Corrie, Anthony",9,6,3,12,,1.0,,3.0,1.0,1.0,,2.0,1.0,,,3.0,9.0,,,2.0,,,72.0
4,"Fixter, Ben",7,3,7,14,,,,5.0,2.0,2.0,2.0,1.0,1.0,1.0,,7.0,8.0,,,,,,61.0
2,"Johnson, Chris",12,7,4,16,1,1.0,,,,5.0,1.0,5.0,,1.0,,5.0,11.0,1.0,2.0,2.0,,3.0,100.0
26,"Macdonald, Joel",11,6,13,24,,,,5.0,1.0,,2.0,1.0,1.0,1.0,,10.0,14.0,,,5.0,,,80.0
43,"McDonald, Beau",3,3,3,6,,,15.0,,,1.0,,2.0,,,,2.0,4.0,,,1.0,,,44.0
9,"McGrath, Ashley",5,4,2,7,2,,,2.0,,3.0,,2.0,,1.0,,1.0,6.0,,1.0,1.0,1.0,,81.0
15,"Michael, Mal",9,9,4,13,,,2.0,,5.0,,,,,,,2.0,10.0,1.0,,5.0,,,100.0
25,"Mills, Wayde",12,12,6,18,,,,,6.0,,,3.0,,2.0,,3.0,15.0,,,5.0,1.0,,100.0
10,"Moody, Matthew",10,7,6,16,,,,,1.0,2.0,,3.0,,2.0,,2.0,14.0,,,2.0,,,94.0
8,"Notting, Tim",17,11,4,21,1,,1.0,5.0,6.0,2.0,2.0,1.0,,1.0,,4.0,16.0,,1.0,5.0,,1.0,95.0
6,"Power, Luke",17,4,2,19,1,,,5.0,1.0,1.0,1.0,4.0,1.0,1.0,,5.0,13.0,,,,,1.0,97.0
35,"Rischitelli, Michael",10,6,9,19,,,,1.0,2.0,,2.0,3.0,,,,4.0,15.0,,,,2.0,,52.0
28,"Selwood, Troy",4,2,6,10,,,,3.0,,1.0,2.0,3.0,,2.0,,6.0,5.0,,,2.0,,,65.0
11,"Sherman, Justin",16,13,10,26,,,,3.0,5.0,,,1.0,,,,6.0,20.0,,,1.0,7.0,,100.0
3,"Voss, Michael",7,5,11,18,,,,1.0,,,2.0,2.0,,1.0,,8.0,11.0,,,1.0,,,71.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,232,142,125,357,9,9.0,34.0,51.0,35.0,38.0,28.0,47.0,10.0,19.0,,107.0,248.0,7.0,11.0,43.0,16.0,7.0,
Opposition,Opposition,211,97,143,354,18,14.0,28.0,51.0,29.0,52.0,35.0,36.0,20.0,10.0,6.0,138.0,209.0,14.0,9.0,39.0,6.0,8.0,
