Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",31y 63d,228 (95-2-131 42.11%),224 (0.98),208 (91-2-115 44.23%),203 (0.98)
17,"Burns, Scott",28y 278d,161 (72-1-88 45.03%),90 (0.56),←,
8,"Clement, James",27y 23d,150 (64-0-86 42.67%),46 (0.31),66 (38-0-28 57.58%),8 (0.12)
34,"Cloke, Jason",21y 144d,43 (28-0-15 65.12%),3 (0.07),←,
13,"Cole, Richard",20y 74d,26 (18-0-8 69.23%),6 (0.23),←,
1,"Davis, Leon",22y 102d,69 (33-0-36 47.83%),81 (1.17),←,
4,"Didak, Alan",20y 224d,49 (32-0-17 65.31%),63 (1.29),←,
25,"Fraser, Josh",21y 265d,90 (48-0-42 53.33%),83 (0.92),←,
6,"Holland, Brodie",23y 267d,90 (41-0-49 45.56%),94 (1.04),54 (33-0-21 61.11%),57 (1.06)
26,"Johnson, Ben",22y 175d,78 (45-0-33 57.69%),17 (0.22),←,
28,"Kinnear, Ben",24y 212d,47 (20-0-27 42.55%),10 (0.21),←,
18,"Licuria, Paul",25y 266d,116 (53-0-63 45.69%),37 (0.32),106 (51-0-55 48.11%),35 (0.33)
39,"Lokan, Matthew",20y 311d,25 (17-0-8 68.00%),5 (0.20),←,
37,"Lonie, Ryan",20y 207d,64 (38-0-26 59.38%),30 (0.47),←,
11,"OBree, Shane",24y 196d,106 (56-0-50 52.83%),43 (0.41),87 (47-0-40 54.02%),40 (0.46)
35,"Prestigiacomo, Simon",25y 239d,128 (54-0-74 42.19%),3 (0.02),←,
29,"Scotland, Heath",23y 68d,53 (23-0-30 43.40%),12 (0.23),←,
22,"Shaw, Rhyce",21y 346d,23 (14-0-9 60.87%),5 (0.22),←,
20,"Tarrant, Chris",23y 9d,110 (53-0-57 48.18%),191 (1.74),←,
14,"Wakelin, Shane",29y 46d,164 (84-2-78 51.83%),19 (0.12),70 (43-0-27 61.43%),
38,"Walker, Tristen",19y 169d,10 (9-0-1 90.00%),1 (0.10),←,
2,"Woewodin, Shane",27y 77d,163 (81-0-82 49.69%),79 (0.48),25 (17-0-8 68.00%),16 (0.64)
Totals,Totals,23y 320d,1993 (978-5-1010 49.07%),1142 (0.57),,
C,"Malthouse, Mick",50y 41d,472 (273-4-195 58.26%),,94 (50-0-44 53.19%),
