Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
10,"Betheras, Rupert",25y 153d,41 (11-0-30 26.83%),14 (0.34),←,
5,"Buckley, Nathan",28y 273d,168 (60-2-106 36.31%),177 (1.05),148 (56-2-90 38.51%),156 (1.05)
8,"Clement, James",24y 233d,87 (27-0-60 31.03%),41 (0.47),3 (1-0-2 33.33%),3 (1.00)
1,"Davis, Leon",19y 312d,17 (4-0-13 23.53%),13 (0.76),←,
19,"Davis, Nick",21y 26d,34 (9-0-25 26.47%),22 (0.65),←,
31,"Dimattina, Andrew",23y 167d,14 (4-0-10 28.57%),4 (0.29),←,
25,"Fraser, Josh",19y 110d,26 (9-0-17 34.62%),12 (0.46),←,
9,"Freeborn, Glenn",28y 78d,95 (49-0-46 51.58%),57 (0.60),40 (11-0-29 27.50%),30 (0.75)
6,"Holland, Brodie",21y 112d,40 (10-0-30 25.00%),44 (1.10),4 (2-0-2 50.00%),7 (1.75)
26,"Johnson, Ben",20y 20d,19 (8-0-11 42.11%),8 (0.42),←,
18,"Licuria, Paul",23y 111d,50 (13-0-37 26.00%),12 (0.24),40 (11-0-29 27.50%),10 (0.25)
24,"Lockyer, Tarkyn",21y 177d,41 (13-0-28 31.71%),13 (0.32),←,
37,"Lonie, Ryan",18y 52d,5 (2-0-3 40.00%),3 (0.60),←,
7,"Molloy, Jarrod",24y 348d,125 (47-1-77 38.00%),166 (1.33),5 (2-0-3 40.00%),8 (1.60)
11,"OBree, Shane",22y 41d,46 (18-0-28 39.13%),16 (0.35),27 (9-0-18 33.33%),13 (0.48)
35,"Prestigiacomo, Simon",23y 84d,74 (23-0-51 31.08%),2 (0.03),←,
3,"Richardson, Mark",28y 176d,123 (49-1-73 40.24%),76 (0.62),←,
38,"Rintoul, Chad",26y 268d,67 (34-1-32 51.49%),30 (0.45),5 (2-0-3 40.00%),4 (0.80)
23,"Rocca, Anthony",23y 253d,102 (38-0-64 37.25%),129 (1.26),80 (27-0-53 33.75%),118 (1.48)
15,"Steinfort, Carl",24y 24d,69 (35-0-34 50.72%),20 (0.29),4 (2-0-2 50.00%),1 (0.25)
20,"Tarrant, Chris",20y 219d,48 (15-0-33 31.25%),59 (1.23),←,
14,"Wakelin, Shane",26y 256d,99 (43-2-54 44.44%),19 (0.19),5 (2-0-3 40.00%),
Totals,Totals,23y 159d,1390 (521-7-862 37.48%),937 (0.67),,
C,"Malthouse, Mick",47y 251d,405 (232-4-169 57.78%),,27 (9-0-18 33.33%),
