Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",26y 160d,126 (71-0-55 56.35%),70 (0.56),←,
29,"Beaumont, Simon",25y 235d,102 (61-0-41 59.80%),71 (0.70),←,
21,"Bradley, Craig",37y 286d,350 (214-2-134 61.43%),235 (0.67),←,
16,"Camporeale, Scott",25y 359d,145 (91-0-54 62.76%),143 (0.99),←,
31,"Fletcher, Simon",22y 353d,48 (31-0-17 64.58%),23 (0.48),←,
45,"Franchina, Anthony",23y 298d,68 (40-0-28 58.82%),23 (0.34),←,
17,"Freeborn, Scott",23y 77d,35 (23-0-12 65.71%),14 (0.40),←,
9,"Hickmott, Adrian",29y 128d,146 (94-0-52 64.38%),92 (0.63),96 (62-0-34 64.58%),68 (0.71)
37,"Hotton, Trent",27y 247d,60 (32-0-28 53.33%),45 (0.75),43 (28-0-15 65.12%),31 (0.72)
33,"Houlihan, Ryan",19y 196d,30 (18-0-12 60.00%),28 (0.93),←,
43,"Koutoufides, Anthony",28y 199d,184 (112-1-71 61.14%),163 (0.89),←,
12,"Lappin, Matthew",25y 169d,121 (67-1-53 55.79%),129 (1.07),66 (39-0-27 59.09%),103 (1.56)
10,"Mansfield, Michael",29y 362d,215 (126-1-88 58.84%),113 (0.53),34 (23-0-11 67.65%),13 (0.38)
22,"Manton, Glenn",28y 65d,158 (94-0-64 59.49%),34 (0.22),137 (83-0-54 60.58%),30 (0.22)
5,"McKay, Andrew",31y 22d,197 (121-1-75 61.68%),27 (0.14),←,
40,"Plunkett, Jim",23y 10d,19 (10-0-9 52.63%),3 (0.16),9 (5-0-4 55.56%),2 (0.22)
11,"Porter, Mark",24y 298d,49 (24-0-25 48.98%),12 (0.24),←,
28,"Prendergast, Ian",20y 337d,2 (1-0-1 50.00%),,←,
7,"Ratten, Brett",30y 25d,232 (137-0-95 59.05%),103 (0.44),←,
23,"Rice, Dean",33y 141d,232 (113-1-118 48.92%),85 (0.37),116 (68-0-48 58.62%),42 (0.36)
1,"Silvagni, Stephen",34y 66d,306 (194-1-111 63.56%),201 (0.66),←,
8,"Whitnall, Lance",21y 347d,106 (59-0-47 55.66%),215 (2.03),←,
Totals,Totals,26y 365d,2931 (1733-8-1190 59.13%),1829 (0.62),,
C,"Brittain, Wayne",43y 53d,18 (11-0-7 61.11%),,←,
