Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",22y 311d,56 (17-0-39 30.36%),27 (0.48),11 (9-0-2 81.82%),3 (0.27)
31,"Andrews, Harris",23y 248d,109 (36-0-73 33.03%),9 (0.08),←,
43,"Answerth, Noah",21y 9d,24 (16-0-8 66.67%),2 (0.08),←,
33,"Bailey, Zac",20y 327d,39 (22-0-17 56.41%),20 (0.51),←,
7,"Berry, Jarrod",22y 192d,69 (31-0-38 44.93%),30 (0.43),←,
14,"Birchall, Grant",32y 200d,258 (176-1-81 68.41%),34 (0.13),10 (9-0-1 90.00%),
23,"Cameron, Charlie",26y 41d,120 (73-1-46 61.25%),181 (1.51),47 (26-0-21 55.32%),94 (2.00)
41,"Eagles, Matt",30y 188d,6 (3-0-3 50.00%),1 (0.17),←,
27,"Gardiner, Darcy",24y 328d,118 (45-0-73 38.14%),5 (0.04),←,
30,"Hipwood, Eric",22y 337d,87 (36-0-51 41.38%),130 (1.49),←,
35,"Lester, Ryan",27y 355d,134 (48-0-86 35.82%),45 (0.34),←,
17,"Lyons, Jarryd",28y 24d,128 (69-0-59 53.91%),65 (0.51),36 (25-0-11 69.44%),16 (0.44)
36,"Mathieson, Rhys",23y 218d,47 (17-0-30 36.17%),24 (0.51),←,
11,"McCarthy, Lincoln",26y 298d,65 (48-0-17 73.85%),56 (0.86),36 (25-0-11 69.44%),31 (0.86)
6,"McCluggage, Hugh",22y 165d,75 (33-0-42 44.00%),46 (0.61),←,
46,"McInerney, Oscar",26y 36d,49 (27-0-22 55.10%),29 (0.59),←,
25,"McStay, Daniel",25y 52d,113 (42-0-71 37.17%),82 (0.73),←,
9,"Neale, Lachie",27y 83d,171 (90-0-81 52.63%),90 (0.53),36 (25-0-11 69.44%),23 (0.64)
5,"Robinson, Mitch",31y 69d,203 (89-1-113 44.09%),110 (0.54),103 (38-0-65 36.89%),52 (0.50)
37,"Starcevich, Brandon",21y 22d,17 (11-0-6 64.71%),2 (0.12),←,
29,"Witherden, Alex",21y 340d,58 (25-0-33 43.10%),5 (0.09),←,
15,"Zorko, Dayne",31y 188d,178 (65-0-113 36.52%),190 (1.07),←,
Totals,Totals,25y 183d,2124 (1019-3-1102 47.98%),1183 (0.56),,
C,"Fagan, Chris",59y 53d,80 (35-0-45 43.75%),,←,
