St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Acres, Blake",14,7,12,26,1,,2.0,1.0,1.0,6.0,1.0,2.0,,2.0,,6.0,18.0,2.0,2.0,3.0,,2.0,75.0
26,"Battle, Josh",11,7,5,16,,,,2.0,6.0,1.0,,3.0,,,,4.0,10.0,1.0,,,,,87.0
15,"Billings, Jack",17,6,17,34,,1.0,,5.0,6.0,3.0,4.0,3.0,,,,10.0,23.0,2.0,,,,,91.0
22,"Brown, Nathan",3,2,2,5,,,,1.0,1.0,,,1.0,2.0,,,3.0,3.0,,,13.0,,,85.0
27,"Bruce, Josh",5,5,2,7,1,,,2.0,,2.0,,4.0,2.0,3.0,,5.0,4.0,2.0,2.0,2.0,,1.0,91.0
11,"Clark, Hunter",6,4,8,14,,,,2.0,2.0,1.0,4.0,1.0,,1.0,,5.0,10.0,,,1.0,,,71.0
4,"Gresham, Jade",15,1,11,26,,,,2.0,,5.0,5.0,4.0,,1.0,,12.0,13.0,,,,3.0,,81.0
25,"Kent, Dean",6,4,2,8,,,,1.0,1.0,2.0,,3.0,,1.0,,4.0,5.0,1.0,1.0,1.0,,,74.0
21,"Long, Ben",7,3,4,11,2,,,4.0,,1.0,,4.0,1.0,1.0,,8.0,2.0,1.0,1.0,,1.0,,89.0
13,"Lonie, Jack",12,1,5,17,3,5.0,,5.0,,1.0,1.0,2.0,5.0,,,7.0,11.0,,1.0,2.0,,,88.0
19,"Marshall, Rowan",8,3,9,17,1,1.0,28.0,1.0,,3.0,7.0,2.0,1.0,1.0,1.0,9.0,8.0,1.0,2.0,,,1.0,83.0
36,"McKenzie, Daniel",3,1,1,4,,,,3.0,1.0,,,,,,,2.0,3.0,,,5.0,,,33.0
28,"Membrey, Tim",5,3,4,9,,1.0,,3.0,,4.0,,,,,,4.0,5.0,,,,,,96.0
16,"Newnes, Jack",18,7,8,26,1,1.0,,2.0,6.0,3.0,5.0,2.0,1.0,1.0,,7.0,20.0,,1.0,3.0,,1.0,86.0
34,"Parker, Matthew",3,,2,5,,1.0,,4.0,,1.0,2.0,1.0,3.0,1.0,,5.0,1.0,,,,,,66.0
33,"Paton, Ben",9,3,6,15,,,,1.0,1.0,1.0,,3.0,,,,3.0,11.0,,,4.0,,1.0,85.0
6,"Ross, Sebastian",21,2,18,39,1,,,4.0,3.0,6.0,6.0,3.0,1.0,,3.0,13.0,27.0,,,3.0,4.0,,80.0
5,"Savage, Shane",14,3,13,27,,,,3.0,5.0,2.0,1.0,2.0,1.0,,,6.0,20.0,,,2.0,,,86.0
35,"Sinclair, Jack",11,2,11,22,,1.0,,6.0,2.0,2.0,8.0,2.0,,1.0,,11.0,11.0,,,1.0,,,76.0
9,"Steele, Jack",8,3,19,27,,,,7.0,1.0,5.0,7.0,3.0,2.0,2.0,,16.0,12.0,,,2.0,,1.0,92.0
29,"Webster, Jimmy",7,4,7,14,,,,2.0,3.0,,1.0,,,,,6.0,9.0,,,3.0,,,87.0
44,"Wilkie, Callum",12,3,9,21,,,,3.0,3.0,2.0,1.0,2.0,,1.0,,10.0,12.0,,,6.0,,,98.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,74,175,390,10,14.0,30.0,64.0,42.0,51.0,53.0,47.0,19.0,16.0,4.0,156.0,238.0,10.0,10.0,51.0,8.0,7.0,
Opposition,Opposition,210,87,165,375,10,9.0,65.0,58.0,39.0,53.0,40.0,49.0,16.0,19.0,2.0,157.0,221.0,17.0,10.0,41.0,3.0,6.0,
