Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
44,"Bellchambers, Tom",20y 338d,10 (3-0-7 30.00%),1 (0.10),←,
29,"Davey, Alwyn",26y 28d,48 (23-1-24 48.96%),49 (1.02),←,
15,"Dempsey, Courtenay",22y 288d,42 (15-1-26 36.90%),12 (0.29),←,
2,"Dyson, Ricky",24y 257d,94 (34-2-58 37.23%),39 (0.41),←,
31,"Fletcher, Dustin",35y 36d,323 (193-4-126 60.37%),67 (0.21),←,
3,"Gumbleton, Scott",21y 313d,17 (7-0-10 41.18%),18 (1.06),←,
39,"Hocking, Heath",22y 167d,35 (15-1-19 44.29%),12 (0.34),←,
18,"Hurley, Michael",20y 11d,19 (7-1-11 39.47%),22 (1.16),←,
7,"Jetta, Leroy",21y 341d,33 (17-0-16 51.52%),23 (0.70),←,
14,"Lonergan, Sam",23y 78d,45 (20-1-24 45.56%),24 (0.53),←,
42,"Lovett-Murray, Nathan",27y 206d,107 (38-1-68 35.98%),59 (0.55),←,
10,"McVeigh, Mark",29y 137d,197 (95-3-99 48.98%),99 (0.50),←,
17,"Melksham, Jake",18y 287d,8 (3-0-5 37.50%),4 (0.50),←,
23,"Myers, David",20y 347d,20 (10-0-10 50.00%),4 (0.20),←,
16,"Pears, Tayte",20y 80d,37 (13-1-23 36.49%),3 (0.08),←,
30,"Ryder, Paddy",22y 90d,85 (34-2-49 41.18%),34 (0.40),←,
20,"Slattery, Henry",24y 141d,81 (30-2-49 38.27%),11 (0.14),←,
5,"Stanton, Brent",24y 42d,131 (49-2-80 38.17%),81 (0.62),←,
4,"Watson, Jobe",25y 124d,106 (42-2-62 40.57%),39 (0.37),←,
12,"Welsh, Andrew",27y 121d,153 (62-2-89 41.18%),30 (0.20),←,
8,"Winderlich, Jason",25y 245d,87 (33-0-54 37.93%),38 (0.44),←,
11,"Zaharakis, David",20y 111d,22 (10-0-12 45.45%),23 (1.05),←,
Totals,Totals,23y 322d,1700 (753-26-921 44.29%),692 (0.41),,
C,"Knights, Matthew",39y 250d,57 (23-1-33 41.23%),,←,
