Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",20y 266d,36 (19-0-17 52.78%),14 (0.39),←,
20,"Brogan, Dean",30y 131d,126 (80-1-45 63.89%),40 (0.32),←,
27,"Carlile, Alipate",21y 359d,37 (17-0-20 45.95%),1 (0.03),←,
2,"Carr, Josh",28y 360d,193 (120-1-72 62.44%),106 (0.55),110 (80-1-29 73.18%),62 (0.56)
1,"Cassisi, Domenic",26y 214d,132 (77-1-54 58.71%),56 (0.42),←,
30,"Chaplin, Troy",23y 60d,66 (33-1-32 50.76%),7 (0.11),←,
35,"Cornes, Chad",29y 163d,203 (123-1-79 60.84%),157 (0.77),←,
18,"Cornes, Kane",26y 109d,167 (99-1-67 59.58%),70 (0.42),←,
33,"Ebert, Brett",25y 157d,103 (52-1-50 50.97%),152 (1.48),←,
17,"Gray, Robbie",21y 25d,20 (9-0-11 45.00%),29 (1.45),←,
22,"Hartlett, Hamish",18y 253d,2 (1-0-1 50.00%),,←,
29,"Krakouer, Nathan",20y 354d,19 (12-0-7 63.16%),5 (0.26),←,
5,"Lade, Brendon",32y 288d,217 (122-3-92 56.91%),170 (0.78),←,
44,"Logan, Tom",23y 296d,41 (17-0-24 41.46%),11 (0.27),38 (17-0-21 44.74%),11 (0.29)
26,"Lower, Nick",21y 305d,16 (5-0-11 31.25%),,←,
4,"Motlop, Daniel",27y 39d,102 (45-1-56 44.61%),172 (1.69),55 (25-0-30 45.45%),119 (2.16)
6,"Pearce, Danyle",23y 17d,76 (36-0-40 47.37%),45 (0.59),←,
36,"Pettigrew, Michael",24y 39d,81 (38-0-43 46.91%),25 (0.31),←,
15,"Rodan, David",25y 198d,116 (45-0-71 38.79%),94 (0.81),51 (26-0-25 50.98%),51 (1.00)
3,"Salopek, Steven",23y 307d,83 (44-0-39 53.01%),41 (0.49),←,
9,"Surjan, Jacob",23y 252d,71 (38-0-33 53.52%),11 (0.15),←,
16,"Tredrea, Warren",30y 121d,232 (134-2-96 58.19%),502 (2.16),←,
Totals,Totals,24y 362d,2139 (1166-13-960 54.51%),1708 (0.80),,
C,"Williams, Mark",50y 246d,241 (139-2-100 58.09%),,←,
