West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Brown, Mitch",3,4,12,15,,,,1.0,1.0,1.0,1.0,2.0,,,,3.0,13.0,,,3.0,,,84.0
26,"Butler, Sam",7,4,9,16,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,6.0,10.0,,,5.0,,,88.0
18,"Ebert, Brad",9,5,8,17,1,,,6.0,2.0,2.0,2.0,3.0,1.0,1.0,,4.0,11.0,,,1.0,3.0,,81.0
32,"Embley, Andrew",18,6,8,26,,2.0,,2.0,2.0,5.0,1.0,1.0,1.0,,,12.0,14.0,1.0,1.0,1.0,3.0,1.0,82.0
23,"Glass, Darren",3,3,6,9,,,,5.0,,,,1.0,1.0,,,5.0,4.0,1.0,,9.0,,,93.0
29,"Hansen, Ashley",7,6,4,11,1,2.0,,1.0,,1.0,,,,,,4.0,7.0,3.0,2.0,1.0,,,68.0
19,"Houlihan, Tim",14,5,12,26,,2.0,,4.0,4.0,7.0,3.0,2.0,1.0,,,9.0,17.0,,,1.0,,1.0,80.0
25,"Hurn, Shannon",14,8,5,19,,,,3.0,3.0,3.0,1.0,3.0,,,,4.0,15.0,1.0,,,1.0,,90.0
17,"Kennedy, Josh",8,6,2,10,1,2.0,1.0,2.0,,1.0,,1.0,,1.0,,3.0,7.0,,1.0,1.0,,,98.0
2,"LeCras, Mark",8,4,8,16,2,1.0,,3.0,1.0,3.0,2.0,2.0,1.0,1.0,,4.0,12.0,,2.0,2.0,,1.0,90.0
21,"Lynch, Quinten",15,10,8,23,,1.0,9.0,1.0,,5.0,5.0,,,,,8.0,16.0,1.0,2.0,2.0,,,87.0
13,"Masten, Chris",10,2,16,26,,,,7.0,1.0,2.0,,1.0,,1.0,,5.0,22.0,,1.0,1.0,,,80.0
35,"McGinnity, Patrick",6,3,7,13,,1.0,,4.0,,3.0,,3.0,1.0,1.0,,6.0,8.0,,,1.0,1.0,1.0,87.0
9,"Naitanui, Nic",2,,8,10,,2.0,10.0,4.0,,,3.0,,1.0,,,7.0,2.0,,,1.0,1.0,1.0,70.0
11,"Priddis, Matt",11,4,12,23,1,,,8.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,10.0,14.0,,,3.0,,,83.0
24,"Rosa, Matt",18,5,6,24,1,1.0,2.0,4.0,2.0,6.0,3.0,2.0,1.0,1.0,,6.0,16.0,1.0,1.0,2.0,2.0,1.0,85.0
14,"Seaby, Mark",4,3,11,15,,1.0,10.0,1.0,,2.0,2.0,3.0,,3.0,,6.0,9.0,,1.0,5.0,,,55.0
37,"Selwood, Adam",10,5,18,28,1,,,6.0,1.0,2.0,2.0,2.0,2.0,,,8.0,20.0,1.0,,1.0,,,81.0
10,"Selwood, Scott",4,2,9,13,,,,2.0,4.0,1.0,,,,,,5.0,8.0,1.0,,,,,77.0
30,"Spangher, Matthew",4,3,9,13,,,,2.0,4.0,,1.0,2.0,1.0,,,5.0,8.0,1.0,,8.0,2.0,,80.0
15,"Swift, Tom",6,5,12,18,,,,2.0,1.0,2.0,,3.0,2.0,2.0,,3.0,18.0,,,,4.0,,70.0
44,"Wirrpanda, David",19,5,2,21,,,,1.0,9.0,,1.0,3.0,1.0,1.0,,7.0,12.0,,,,5.0,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,98,192,392,8,18.0,32.0,70.0,37.0,49.0,32.0,37.0,18.0,13.0,1.0,130.0,263.0,11.0,11.0,48.0,22.0,6.0,
Opposition,Opposition,177,73,200,377,10,11.0,40.0,63.0,35.0,49.0,45.0,51.0,13.0,18.0,5.0,128.0,243.0,13.0,8.0,56.0,34.0,4.0,
