Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",16,1,8,24,1,,,,,,,,1.0,2.0,,,,,,,,,
35,"Athorn, Mark",19,7,5,24,,,,1.0,,,,,2.0,,,,,,,,,,
32,"Baldwin, Jason",10,2,4,14,,,,1.0,,,,,,,,,,,,,,,
18,"Blakey, John",16,2,6,22,,2.0,,,,,,,3.0,1.0,,,,,,,,,
5,"Brockhurst, Andrew",7,,3,10,,,,,,,,,,2.0,,,,,,,,,
17,"Broderick, Paul",5,2,6,11,1,,,,,,,,,,,,,,,,,,
40,"Clayton, Scott",13,1,2,15,,,,3.0,,,,,2.0,1.0,,,,,,,,,
19,"Cummings, Robert",3,1,,3,,,,1.0,,,,,,2.0,,,,,,,,,
36,"Dundas, Matthew",12,3,3,15,,1.0,,1.0,,,,,5.0,,,,,,,,,,
7,"Gale, Michael",7,3,6,13,,,1.0,1.0,,,,,,2.0,,,,,,,,,
12,"Kickett, Dale",7,3,6,13,,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,
27,"Lupson, Dean",6,1,3,9,,,,2.0,,,,,1.0,3.0,,,,,,,,,
11,"Lynch, Alastair",9,5,2,11,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,
29,"Lyon, Ross",14,10,4,18,5,2.0,,,,,,,2.0,3.0,2.0,,,,,,,,
9,"Rendell, Matthew",9,2,,9,,,8.0,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Roos, Paul",8,1,4,12,,,2.0,1.0,,,,,1.0,2.0,,,,,,,,,
20,"Rowe, Duane",10,,3,13,1,,,1.0,,,,,,2.0,,,,,,,,,
33,"Stephens, Brett",18,3,6,24,,,1.0,,,,,,2.0,1.0,,,,,,,,,
31,"Strooper, David",7,4,5,12,,,,1.0,,,,,2.0,1.0,,,,,,,,,
23,"Taylor, Jason",1,,1,2,1,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,51,77,274,9,10.0,14.0,15.0,,,,,23.0,26.0,2.0,,,,,,,,
Opposition,Opposition,233,79,73,306,13,11.0,23.0,19.0,,,,,26.0,23.0,4.0,,,,,,,,
