Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Anderson, Greg",16.0,5,4,20,1.0,,1.0,3.0,,,,,,1.0,,,,,,,,,
8,"Bewick, Darren",17.0,3,4,21,2.0,2.0,,1.0,,,,,2.0,1.0,,,,,,,,,
6,"Daniher, Anthony",8.0,2,2,10,,,,2.0,,,,,1.0,3.0,,,,,,,,,
7,"Daniher, Chris",7.0,3,6,13,2.0,,,4.0,,,,,1.0,1.0,,,,,,,,,
28,"Flood, David",,2,2,2,,,,,,,,,,1.0,,,,,,,,,
29,"Grenvold, David",4.0,1,3,7,,1.0,1.0,1.0,,,,,,,,,,,,,,,
1,"Harvey, Mark",14.0,5,2,16,,,1.0,,,,,,,2.0,,,,,,,,,
33,"Hills, Paul",8.0,3,13,21,,,,2.0,,,,,2.0,5.0,,,,,,,,,
9,"Kickett, Derek",12.0,3,5,17,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,
42,"Kilpatrick, Glenn",14.0,2,2,16,,1.0,,3.0,,,,,2.0,,,,,,,,,,
13,"Long, Michael",6.0,2,6,12,,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
10,"ODonnell, Gary",16.0,7,8,24,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,
14,"Plain, Bradley",10.0,3,1,11,,3.0,,3.0,,,,,2.0,,,,,,,,,,
3,"Salmon, Paul",6.0,4,2,8,3.0,,5.0,2.0,,,,,1.0,1.0,,,,,,,,,
19,"Somerville, Peter",10.0,8,3,13,,,22.0,1.0,,,,,3.0,1.0,2.0,,,,,,,,
17,"Sporn, Kieran",10.0,5,2,12,,1.0,,,,,,,2.0,2.0,,,,,,,,,
26,"Thompson, Mark",15.0,1,7,22,,,,,,,,,4.0,,,,,,,,,,
21,"Wallis, Dean",8.0,2,3,11,1.0,1.0,,3.0,,,,,,3.0,,,,,,,,,
4,"Wanganeen, Gavin",15.0,2,2,17,,1.0,,2.0,,,,,6.0,,,,,,,,,,
24,"Werner, Michael",8.0,5,3,11,,1.0,2.0,2.0,,,,,,2.0,,,,,,,,,
Totals,Totals,204.0,68,80,284,11.0,14.0,32.0,32.0,,,,,29.0,27.0,2.0,,,,,,,,
Opposition,Opposition,196.0,60,104,300,10.0,17.0,17.0,32.0,,,,,27.0,29.0,4.0,,,,,,,,
